	AlignmentCoverage	AlignmentIdentity	AlignmentLength	AlignmentLengthStripped	Distance	Family	Ka	Ks	Node	Omega	Outlier	Paralog1	Paralog2	WeightOutliersExcluded	WeightOutliersIncluded
AT2G21100__AT4G38700	0.13147999999999999	0.50556	4107.0	540.0	1.06385	GF_000150	0.5289	62.1554	20.0	0.0085	True	AT2G21100	AT4G38700	0.0	0.5
AT1G55210__AT3G13650	0.13587	0.71326	4107.0	558.0	0.31442	GF_000150	0.2288	1.5874	22.0	0.1441	False	AT3G13650	AT1G55210	1.0	1.0
AT4G20080__AT5G44760	0.40185	0.72816	3561.0	1431.0	0.44596	GF_000151	0.1887	1.2215	17.0	0.1545	False	AT4G20080	AT5G44760	1.0	1.0
AT3G61300__AT4G00700	0.79781	0.6012	3561.0	2841.0	0.8346899999999999	GF_000151	0.317	4.5233	18.0	0.0701	False	AT3G61300	AT4G00700	1.0	1.0
AT3G61300__AT4G00700	0.79781	0.6012	3561.0	2841.0	0.8346899999999999	GF_000151	0.317	4.5233	18.0	0.0701	False	AT3G61300	AT4G00700	1.0	1.0
AT2G35960__AT3G11660	0.6592399999999999	0.72947	942.0	621.0	0.44843999999999995	GF_000158	0.1529	1.5016	22.0	0.1019	False	AT3G11660	AT2G35960	0.25	0.25
AT2G35960__AT3G11660	0.6592399999999999	0.72947	942.0	621.0	0.44843999999999995	GF_000158	0.1529	1.5016	22.0	0.1019	False	AT3G11660	AT2G35960	0.25	0.25
AT3G11660__AT5G06330	0.65287	0.70894	942.0	615.0	0.5219199999999999	GF_000158	0.1905	1.4979	23.0	0.1272	False	AT5G06330	AT3G11660	0.1	0.1
AT2G35960__AT5G06330	0.65287	0.6748	942.0	615.0	0.62322	GF_000158	0.24600000000000002	2.8629	23.0	0.0859	False	AT5G06330	AT2G35960	0.1	0.1
AT2G35960__AT5G06330	0.65287	0.6748	942.0	615.0	0.62322	GF_000158	0.24600000000000002	2.8629	23.0	0.0859	False	AT5G06330	AT2G35960	0.1	0.1
AT5G06330__AT5G22200	0.64331	0.58746	942.0	606.0	0.94914	GF_000158	0.3252	64.3412	24.0	0.0051	True	AT5G22200	AT5G06330	0.0	0.07143
AT5G06330__AT5G22200	0.64331	0.58746	942.0	606.0	0.94914	GF_000158	0.3252	64.3412	24.0	0.0051	True	AT5G22200	AT5G06330	0.0	0.07143
AT3G11660__AT5G22200	0.64968	0.55229	942.0	612.0	0.9273600000000001	GF_000158	0.3324	6.3149	24.0	0.0526	True	AT5G22200	AT3G11660	0.0	0.07143
AT2G35960__AT5G22200	0.65605	0.5534	942.0	618.0	1.0286600000000001	GF_000158	0.3494	8.4587	24.0	0.0413	True	AT5G22200	AT2G35960	0.0	0.07143
AT3G52460__AT5G06330	0.63376	0.37353000000000003	942.0	597.0	3.48345	GF_000158	1.0765	65.8272	28.0	0.0164	True	AT3G52460	AT5G06330	0.0	0.027780000000000003
AT3G11660__AT3G52460	0.64013	0.38143	942.0	603.0	3.46167	GF_000158	1.1852	10.2765	28.0	0.1153	True	AT3G52460	AT3G11660	0.0	0.027780000000000003
AT2G35960__AT3G52460	0.64968	0.38399	942.0	612.0	3.5629699999999995	GF_000158	1.084	64.2124	28.0	0.0169	True	AT3G52460	AT2G35960	0.0	0.027780000000000003
AT2G35960__AT3G52460	0.64968	0.38399	942.0	612.0	3.5629699999999995	GF_000158	1.084	64.2124	28.0	0.0169	True	AT3G52460	AT2G35960	0.0	0.027780000000000003
AT2G37280__AT3G53480	0.9277700000000001	0.7935800000000001	4569.0	4239.0	0.27064	GF_000157	0.1187	0.7706	15.0	0.1541	False	AT3G53480	AT2G37280	1.0	1.0
AT2G25150__AT4G31910	0.76071	0.39671	1680.0	1278.0	2.9519	GF_000152	0.9581	64.5728	18.0	0.0148	True	AT4G31910	AT2G25150	0.0	0.25
AT3G48720__AT5G63560	0.75893	0.7702	1680.0	1275.0	0.27931	GF_000152	0.1339	1.0049	22.0	0.1333	False	AT5G63560	AT3G48720	1.0	1.0
AT1G11260__AT4G21480	0.9211	0.7257600000000001	1635.0	1506.0	0.27644	GF_000162	0.129	2.5425	15.0	0.0507	False	AT1G11260	AT4G21480	1.0	1.0
AT1G50310__AT3G19930	0.93945	0.64779	1635.0	1536.0	0.62487	GF_000162	0.2525	58.4872	18.0	0.0043	True	AT3G19930	AT1G50310	0.0	0.33333
AT1G10810__AT1G60680	0.71816	0.76453	1437.0	1032.0	0.37334	GF_000226	0.10099999999999999	0.968	20.0	0.1043	False	AT1G60680	AT1G10810	0.2	0.2
AT1G11160__AT1G61210	0.6704600000000001	0.7955399999999999	4479.0	3003.0	0.32571	GF_000225	0.124	0.5847	18.0	0.2121	False	AT1G11160	AT1G61210	1.0	1.0
AT3G45600__AT5G60220	0.64045	0.77778	1335.0	855.0	0.248	GF_000161	0.11800000000000001	0.9549	20.0	0.1236	False	AT3G45600	AT5G60220	1.0	1.0
AT4G30430__AT5G57810	0.55281	0.42683000000000004	1335.0	738.0	2.41804	GF_000161	0.888	60.8379	28.0	0.0146	True	AT5G57810	AT4G30430	0.0	0.03846
AT4G17710__AT5G46880	0.71633	0.7098800000000001	2940.0	2106.0	0.54335	GF_000160	0.2045	0.8711	16.0	0.2348	False	AT5G46880	AT4G17710	1.0	1.0
AT4G04890__AT4G21750	0.7530600000000001	0.8206899999999999	2940.0	2214.0	0.12097999999999999	GF_000160	0.0302	1.1634	18.0	0.026000000000000002	False	AT4G21750	AT4G04890	1.0	1.0
AT1G05230__AT2G32370	0.71735	0.66382	2940.0	2109.0	0.7196899999999999	GF_000160	0.3124	1.3747	19.0	0.2272	False	AT1G05230	AT2G32370	1.0	1.0
AT4G25530__AT5G07260	0.53265	0.4106	2940.0	1566.0	3.3904300000000003	GF_000160	0.9940000000000001	9.6389	28.0	0.1031	True	AT5G07260	AT4G25530	0.0	0.03846
AT3G27010__AT5G41030	0.46065	0.47222	1563.0	720.0	2.33113	GF_000201	0.4633	2.3562	14.0	0.1966	True	AT3G27010	AT5G41030	0.0	0.5
AT5G08330__AT5G23280	0.42035	0.6605800000000001	1563.0	657.0	0.55373	GF_000201	0.1958	2.5609	15.0	0.0765	False	AT5G23280	AT5G08330	1.0	1.0
AT2G21910__AT4G39480	0.9230799999999999	0.67196	1638.0	1512.0	0.67762	GF_000174	0.327	13.437999999999999	25.0	0.0243	True	AT2G21910	AT4G39480	0.0	0.16667
AT2G21520__AT4G39170	0.82449	0.8294799999999999	2205.0	1818.0	0.17684	GF_000169	0.0793	0.8792	15.0	0.0902	False	AT2G21520	AT4G39170	1.0	1.0
AT1G19650__AT1G75370	0.81361	0.7709	2205.0	1794.0	0.39446	GF_000169	0.1094	0.6577	16.0	0.1663	False	AT1G19650	AT1G75370	1.0	1.0
AT2G16380__AT4G34580	0.7401399999999999	0.77022	2205.0	1632.0	0.35833000000000004	GF_000169	0.0943	1.0344	19.0	0.0912	False	AT2G16380	AT4G34580	1.0	1.0
AT2G16380__AT4G34580	0.7401399999999999	0.77022	2205.0	1632.0	0.35833000000000004	GF_000169	0.0943	1.0344	19.0	0.0912	False	AT2G16380	AT4G34580	1.0	1.0
AT1G19650__AT2G16380	0.73469	0.54506	2205.0	1620.0	1.3514899999999999	GF_000169	0.2309	9.0887	23.0	0.0254	True	AT1G19650	AT2G16380	0.0	0.04167
AT1G19650__AT4G34580	0.7401399999999999	0.5637300000000001	2205.0	1632.0	1.2168	GF_000169	0.1967	13.8302	23.0	0.0142	True	AT1G19650	AT4G34580	0.0	0.04167
AT1G75370__AT4G36490	0.71429	0.57714	2205.0	1575.0	1.0617	GF_000169	0.2163	9.2993	23.0	0.0233	True	AT1G75370	AT4G36490	0.0	0.04167
AT1G75370__AT2G16380	0.72925	0.56343	2205.0	1608.0	1.3237700000000001	GF_000169	0.2411	3.0892	23.0	0.078	True	AT1G75370	AT2G16380	0.0	0.04167
AT1G75370__AT4G34580	0.73333	0.5844199999999999	2205.0	1617.0	1.18908	GF_000169	0.2272	7.5477	23.0	0.0301	True	AT1G75370	AT4G34580	0.0	0.04167
AT1G75370__AT4G34580	0.73333	0.5844199999999999	2205.0	1617.0	1.18908	GF_000169	0.2272	7.5477	23.0	0.0301	True	AT1G75370	AT4G34580	0.0	0.04167
AT5G07410__AT5G61680	0.76712	0.76389	1314.0	1008.0	0.29845	GF_000171	0.1077	1.3307	19.0	0.0809	False	AT5G61680	AT5G07410	0.5	0.5
AT1G26770__AT1G69530	0.7094	0.77912	1053.0	747.0	0.20626999999999998	GF_000172	0.0872	1.225	19.0	0.0712	False	AT1G69530	AT1G26770	1.0	1.0
AT1G26770__AT1G69530	0.7094	0.77912	1053.0	747.0	0.20626999999999998	GF_000172	0.0872	1.225	19.0	0.0712	False	AT1G69530	AT1G26770	1.0	1.0
AT1G02370__AT4G01990	0.7309899999999999	0.71733	2052.0	1500.0	0.5199699999999999	GF_000202	0.2358	0.8909999999999999	17.0	0.2646	False	AT4G01990	AT1G02370	1.0	1.0
AT1G02920__AT4G02520	0.6875	0.7783100000000001	912.0	627.0	0.36055	GF_000209	0.1914	0.6676	15.0	0.2866	False	AT1G02920	AT4G02520	0.25	0.25
AT3G03190__AT5G17220	0.70395	0.75389	912.0	642.0	0.42475	GF_000209	0.192	0.8408	20.0	0.2284	False	AT3G03190	AT5G17220	1.0	1.0
AT2G47730__AT3G62760	0.70395	0.51869	912.0	642.0	1.3893799999999998	GF_000209	0.5311	8.4644	24.0	0.0627	True	AT2G47730	AT3G62760	0.0	0.023809999999999998
AT1G05920__AT2G31420	0.33803	0.46007	1704.0	576.0	2.47837	GF_000177	0.5336	3.0751	25.0	0.1735	True	AT2G31420	AT1G05920	0.0	0.025
AT1G58725__AT1G59406	0.31872	1.0	3285.0	1047.0	0.0	GF_000193	0.0	0.0	17.0	0.0036	False	AT1G58725	AT1G59406	1.0	1.0
AT1G58725__AT1G59030	0.28402	1.0	3285.0	933.0	0.00109	GF_000193	0.0	0.0	18.0	0.001	False	AT1G58725	AT1G59030	0.5	0.5
AT1G59030__AT1G59406	0.28402	1.0	3285.0	933.0	0.00109	GF_000193	0.0	0.0	18.0	0.1121	False	AT1G59406	AT1G59030	0.5	0.5
AT3G50310__AT5G67080	0.77752	0.77286	1308.0	1017.0	0.33148	GF_000173	0.1005	0.7313	14.0	0.1374	False	AT5G67080	AT3G50310	1.0	1.0
AT4G36950__AT5G67080	0.75	0.66871	1308.0	981.0	0.5615600000000001	GF_000173	0.2043	2.3335	15.0	0.0875	True	AT4G36950	AT5G67080	0.0	0.5
AT4G36950__AT5G67080	0.75	0.66871	1308.0	981.0	0.5615600000000001	GF_000173	0.2043	2.3335	15.0	0.0875	True	AT4G36950	AT5G67080	0.0	0.5
AT3G50310__AT4G36950	0.74541	0.65436	1308.0	975.0	0.652	GF_000173	0.2413	5.9711	15.0	0.0404	True	AT4G36950	AT3G50310	0.0	0.5
AT1G12130__AT1G62540	0.85115	0.69806	1572.0	1338.0	0.63546	GF_000181	0.1925	1.3834	25.0	0.1392	False	AT1G12130	AT1G62540	0.1	0.1
AT1G19890__AT1G75600	0.657	0.8137300000000001	621.0	408.0	0.12485999999999998	GF_000176	0.071	0.7809999999999999	20.0	0.0909	True	AT1G19890	AT1G75600	0.0	0.2
AT3G51400__AT4G35200	0.6378	0.46091000000000004	1143.0	729.0	2.01641	GF_000178	0.8234	23.7883	25.0	0.0346	True	AT3G51400	AT4G35200	0.0	0.04167
AT1G76220__AT2G17070	0.6168	0.4156	1143.0	705.0	2.22993	GF_000178	0.9664	8.4586	26.0	0.1142	True	AT1G76220	AT2G17070	0.0	0.025
AT2G17680__AT3G51400	0.6692899999999999	0.42091999999999996	1143.0	765.0	2.01764	GF_000178	0.7985	61.7192	26.0	0.0129	True	AT2G17680	AT3G51400	0.0	0.025
AT2G17680__AT3G51400	0.6692899999999999	0.42091999999999996	1143.0	765.0	2.01764	GF_000178	0.7985	61.7192	26.0	0.0129	True	AT2G17680	AT3G51400	0.0	0.025
AT1G68130__AT2G01940	0.51484	0.5906399999999999	2325.0	1197.0	0.85278	GF_000180	0.0856	1.1824	16.0	0.0724	True	AT2G01940	AT1G68130	0.0	0.33333
AT3G50700__AT5G66730	0.57419	0.68989	2325.0	1335.0	0.48153999999999997	GF_000180	0.0456	1.2433	20.0	0.0367	False	AT5G66730	AT3G50700	1.0	1.0
AT1G55110__AT3G13810	0.56258	0.68119	2325.0	1308.0	0.64056	GF_000180	0.2097	1.1628	21.0	0.1803	False	AT1G55110	AT3G13810	1.0	1.0
AT2G23140__AT5G67340	0.54695	0.6123	3834.0	2097.0	0.59159	GF_000170	0.1922	4.4903	15.0	0.0428	False	AT5G67340	AT2G23140	1.0	1.0
AT1G08000__AT2G28340	0.6302300000000001	0.631	1290.0	813.0	0.98014	GF_000190	0.2799	0.7782	15.0	0.3596	False	AT2G28340	AT1G08000	0.5	0.5
AT2G28340__AT3G45170	0.46279	0.42546000000000006	1290.0	597.0	2.9477599999999997	GF_000190	0.7419	3.3324	16.0	0.2226	False	AT3G45170	AT2G28340	0.33333	0.33333
AT2G45050__AT3G60530	0.54186	0.6723899999999999	1290.0	699.0	0.52727	GF_000190	0.2059	0.9487	17.0	0.2171	False	AT2G45050	AT3G60530	1.0	1.0
AT3G51080__AT5G66320	0.7	0.57475	1290.0	903.0	0.95681	GF_000190	0.2671	1.3077	20.0	0.2043	False	AT5G66320	AT3G51080	1.0	1.0
AT4G36240__AT5G66320	0.5534899999999999	0.53081	1290.0	714.0	1.32481	GF_000190	0.3596	62.2703	21.0	0.0058	True	AT4G36240	AT5G66320	0.0	0.5
AT3G51080__AT4G36240	0.54651	0.50355	1290.0	705.0	1.584	GF_000190	0.4495	1.9161	21.0	0.2346	True	AT4G36240	AT3G51080	0.0	0.5
AT3G51080__AT4G36240	0.54651	0.50355	1290.0	705.0	1.584	GF_000190	0.4495	1.9161	21.0	0.2346	True	AT4G36240	AT3G51080	0.0	0.5
AT2G28340__AT3G54810	0.63256	0.42891999999999997	1290.0	816.0	2.6625799999999997	GF_000190	0.5625	3.6727	26.0	0.1532	True	AT2G28340	AT3G54810	0.0	0.025
AT1G08000__AT3G54810	0.6814	0.44255	1290.0	879.0	2.29216	GF_000190	0.5218	2.9523	26.0	0.1767	True	AT1G08000	AT3G54810	0.0	0.025
AT3G09840__AT5G03340	0.36188000000000003	0.867	6690.0	2421.0	0.03009	GF_000205	0.0091	0.965	16.0	0.0094	False	AT5G03340	AT3G09840	1.0	1.0
AT2G17720__AT4G35810	0.75726	0.81185	1137.0	861.0	0.24873	GF_000210	0.0789	0.9119	14.0	0.0865	False	AT4G35810	AT2G17720	1.0	1.0
AT2G17720__AT4G35810	0.75726	0.81185	1137.0	861.0	0.24873	GF_000210	0.0789	0.9119	14.0	0.0865	False	AT4G35810	AT2G17720	1.0	1.0
AT4G35810__AT5G66060	0.75726	0.6864100000000001	1137.0	861.0	0.47626	GF_000210	0.1656	1.9892	16.0	0.0832	False	AT4G35810	AT5G66060	0.25	0.25
AT4G35810__AT5G66060	0.75726	0.6864100000000001	1137.0	861.0	0.47626	GF_000210	0.1656	1.9892	16.0	0.0832	False	AT4G35810	AT5G66060	0.25	0.25
AT4G35810__AT5G66060	0.75726	0.6864100000000001	1137.0	861.0	0.47626	GF_000210	0.1656	1.9892	16.0	0.0832	False	AT4G35810	AT5G66060	0.25	0.25
AT2G17720__AT5G66060	0.76253	0.70704	1137.0	867.0	0.39576999999999996	GF_000210	0.1652	1.8135	16.0	0.0911	False	AT2G17720	AT5G66060	0.25	0.25
AT3G06300__AT5G18900	0.78628	0.8243799999999999	1137.0	894.0	0.21969	GF_000210	0.1143	0.5939	20.0	0.1924	False	AT5G18900	AT3G06300	1.0	1.0
AT2G24450__AT4G31370	0.56907	0.67271	1455.0	828.0	0.58575	GF_000191	0.2827	1.099	14.0	0.2572	False	AT2G24450	AT4G31370	1.0	1.0
AT1G03870__AT5G44130	0.49691	0.76349	1455.0	723.0	0.24276	GF_000191	0.1303	0.9926	16.0	0.1313	False	AT5G44130	AT1G03870	1.0	1.0
AT2G20520__AT5G44130	0.48453999999999997	0.62411	1455.0	705.0	0.71396	GF_000191	0.35600000000000004	1.72	17.0	0.2069	False	AT2G20520	AT5G44130	0.5	0.5
AT1G03870__AT2G20520	0.48866000000000004	0.60759	1455.0	711.0	0.7359	GF_000191	0.3739	2.2764	17.0	0.1643	False	AT2G20520	AT1G03870	0.5	0.5
AT1G03870__AT2G20520	0.48866000000000004	0.60759	1455.0	711.0	0.7359	GF_000191	0.3739	2.2764	17.0	0.1643	False	AT2G20520	AT1G03870	0.5	0.5
AT2G45470__AT3G60900	0.8577299999999999	0.82532	1455.0	1248.0	0.16882	GF_000191	0.1124	0.6448	20.0	0.1743	False	AT3G60900	AT2G45470	1.0	1.0
AT2G17770__AT4G35900	0.32823	0.69948	1764.0	579.0	0.6030800000000001	GF_000203	0.2225	0.6013	13.0	0.3701	False	AT4G35900	AT2G17770	1.0	1.0
AT2G17770__AT4G35900	0.32823	0.69948	1764.0	579.0	0.6030800000000001	GF_000203	0.2225	0.6013	13.0	0.3701	False	AT4G35900	AT2G17770	1.0	1.0
AT1G03970__AT5G44080	0.40815999999999997	0.5805600000000001	1764.0	720.0	1.00854	GF_000203	0.1545	1.5698	14.0	0.0984	False	AT5G44080	AT1G03970	1.0	1.0
AT2G41070__AT3G56850	0.42857	0.75132	1764.0	756.0	0.38295	GF_000203	0.0847	0.9492	17.0	0.0892	False	AT3G56850	AT2G41070	1.0	1.0
AT1G45249__AT5G42910	0.57653	0.58505	1764.0	1017.0	1.14304	GF_000203	0.3909	1.5532	18.0	0.2517	False	AT5G42910	AT1G45249	1.0	1.0
AT1G49720__AT3G19290	0.66327	0.7230800000000001	1764.0	1170.0	0.42033999999999994	GF_000203	0.2245	0.9498	19.0	0.2364	False	AT3G19290	AT1G49720	1.0	1.0
AT3G50330__AT5G67060	0.23243000000000003	0.6883699999999999	2775.0	645.0	0.44153000000000003	GF_000227	0.2463	1.8877	17.0	0.1305	False	AT3G50330	AT5G67060	1.0	1.0
AT1G01360__AT4G01026	0.72763	0.8057	771.0	561.0	0.23209000000000002	GF_000182	0.0666	0.8577	14.0	0.0776	False	AT4G01026	AT1G01360	1.0	1.0
AT1G01360__AT4G01026	0.72763	0.8057	771.0	561.0	0.23209000000000002	GF_000182	0.0666	0.8577	14.0	0.0776	False	AT4G01026	AT1G01360	1.0	1.0
AT4G01026__AT5G53160	0.73152	0.68085	771.0	564.0	0.55912	GF_000182	0.1664	2.8092	16.0	0.0592	False	AT4G01026	AT5G53160	0.25	0.25
AT4G01026__AT5G53160	0.73152	0.68085	771.0	564.0	0.55912	GF_000182	0.1664	2.8092	16.0	0.0592	False	AT4G01026	AT5G53160	0.25	0.25
AT1G01360__AT5G53160	0.7198399999999999	0.6973	771.0	555.0	0.45629	GF_000182	0.1433	2.9697	16.0	0.0483	False	AT1G01360	AT5G53160	0.25	0.25
AT1G01360__AT5G53160	0.7198399999999999	0.6973	771.0	555.0	0.45629	GF_000182	0.1433	2.9697	16.0	0.0483	False	AT1G01360	AT5G53160	0.25	0.25
AT4G18620__AT5G45860	0.6108899999999999	0.72187	771.0	471.0	0.5668	GF_000182	0.1871	1.619	21.0	0.1155	False	AT4G18620	AT5G45860	0.5	0.5
AT2G40330__AT5G05440	0.78599	0.58416	771.0	606.0	0.9906200000000001	GF_000182	0.3029	70.3685	24.0	0.0043	True	AT2G40330	AT5G05440	0.0	0.125
AT2G40330__AT5G05440	0.78599	0.58416	771.0	606.0	0.9906200000000001	GF_000182	0.3029	70.3685	24.0	0.0043	True	AT2G40330	AT5G05440	0.0	0.125
AT1G65560__AT3G59845	0.5182399999999999	0.6148600000000001	1974.0	1023.0	0.65163	GF_000189	0.32899999999999996	69.6382	17.0	0.0047	True	AT3G59845	AT1G65560	0.0	1.0
AT1G65560__AT3G59845	0.5182399999999999	0.6148600000000001	1974.0	1023.0	0.65163	GF_000189	0.32899999999999996	69.6382	17.0	0.0047	True	AT3G59845	AT1G65560	0.0	1.0
AT3G03080__AT5G16960	0.52432	0.77005	1974.0	1035.0	0.35708	GF_000189	0.1963	0.6879	23.0	0.2854	True	AT5G16960	AT3G03080	0.0	0.08333
AT2G21480__AT4G39110	0.88415	0.81801	2952.0	2610.0	0.15735	GF_000195	0.064	0.9222	16.0	0.0694	False	AT4G39110	AT2G21480	1.0	1.0
AT3G46290__AT5G59700	0.83841	0.78263	2952.0	2475.0	0.29877	GF_000195	0.1318	0.9053	20.0	0.1455	False	AT3G46290	AT5G59700	1.0	1.0
AT2G39360__AT5G59700	0.80691	0.54996	2952.0	2382.0	1.13834	GF_000195	0.4427	12.6481	21.0	0.035	True	AT2G39360	AT5G59700	0.0	0.5
AT5G09370__AT5G64080	0.52708	0.59132	831.0	438.0	0.9536600000000001	GF_000187	0.447	1.9808	22.0	0.2257	False	AT5G09370	AT5G64080	1.0	1.0
AT3G45980__AT5G59910	0.61728	0.8488899999999999	729.0	450.0	0.0251	GF_000285	0.0141	1.9296	12.0	0.0073	False	AT5G59910	AT3G45980	0.5	0.5
AT3G46030__AT5G59910	0.5967100000000001	0.8413799999999999	729.0	435.0	0.03143	GF_000285	0.0107	1.6719	12.0	0.0064	False	AT5G59910	AT3G46030	0.5	0.5
AT1G07790__AT5G59910	0.6049399999999999	0.78458	729.0	441.0	0.08305	GF_000285	0.0278	6.5077	13.0	0.0043	True	AT1G07790	AT5G59910	0.0	0.33333
AT1G07790__AT2G28720	0.6049399999999999	0.7823100000000001	729.0	441.0	0.12762	GF_000285	0.0491	2.2595	15.0	0.0217	True	AT2G28720	AT1G07790	0.0	0.2
AT2G28720__AT2G37470	0.56379	0.78589	729.0	411.0	0.1506	GF_000285	0.0701	2.9284	16.0	0.0239	True	AT2G37470	AT2G28720	0.0	0.16667
AT2G28720__AT2G37470	0.56379	0.78589	729.0	411.0	0.1506	GF_000285	0.0701	2.9284	16.0	0.0239	True	AT2G37470	AT2G28720	0.0	0.16667
AT1G07790__AT2G37470	0.55556	0.8074100000000001	729.0	405.0	0.17984	GF_000285	0.0551	55.1267	16.0	0.001	True	AT2G37470	AT1G07790	0.0	0.16667
AT2G37470__AT5G59910	0.56379	0.80535	729.0	411.0	0.19885	GF_000285	0.0512	1.7037	16.0	0.0301	True	AT2G37470	AT5G59910	0.0	0.16667
AT2G37470__AT3G53650	0.56379	0.85401	729.0	411.0	0.09386	GF_000285	0.0376	0.8318	17.0	0.0452	True	AT3G53650	AT2G37470	0.0	0.14286
AT2G28720__AT3G53650	0.56379	0.78589	729.0	411.0	0.18654	GF_000285	0.0605	3.3835	17.0	0.0179	True	AT3G53650	AT2G28720	0.0	0.14286
AT2G28720__AT3G53650	0.56379	0.78589	729.0	411.0	0.18654	GF_000285	0.0605	3.3835	17.0	0.0179	True	AT3G53650	AT2G28720	0.0	0.14286
AT1G07790__AT3G53650	0.55967	0.80147	729.0	408.0	0.21578000000000003	GF_000285	0.0535	2.1477	17.0	0.0249	True	AT3G53650	AT1G07790	0.0	0.14286
AT3G53650__AT5G59910	0.56379	0.81265	729.0	411.0	0.23479	GF_000285	0.0596	1.3721	17.0	0.0434	True	AT3G53650	AT5G59910	0.0	0.14286
AT3G53650__AT5G02570	0.53086	0.81912	729.0	387.0	0.07177	GF_000285	0.0246	2.4618	18.0	0.01	True	AT5G02570	AT3G53650	0.0	0.125
AT2G37470__AT5G02570	0.53086	0.8294600000000001	729.0	387.0	0.10819000000000001	GF_000285	0.0481	1.3959	18.0	0.0345	True	AT5G02570	AT2G37470	0.0	0.125
AT2G37470__AT5G02570	0.53086	0.8294600000000001	729.0	387.0	0.10819000000000001	GF_000285	0.0481	1.3959	18.0	0.0345	True	AT5G02570	AT2G37470	0.0	0.125
AT2G28720__AT5G02570	0.5432100000000001	0.76263	729.0	396.0	0.20087	GF_000285	0.0496	49.6068	18.0	0.001	True	AT5G02570	AT2G28720	0.0	0.125
AT1G07790__AT5G02570	0.52675	0.77344	729.0	384.0	0.23010999999999998	GF_000285	0.0598	59.4882	18.0	0.001	True	AT5G02570	AT1G07790	0.0	0.125
AT5G02570__AT5G59910	0.53909	0.79135	729.0	393.0	0.24911999999999998	GF_000285	0.0442	3.7939999999999996	18.0	0.0116	True	AT5G02570	AT5G59910	0.0	0.125
AT3G09480__AT5G02570	0.51852	0.8703700000000001	729.0	378.0	0.08615	GF_000285	0.0367	0.8134	19.0	0.0451	True	AT3G09480	AT5G02570	0.0	0.11110999999999999
AT3G09480__AT5G02570	0.51852	0.8703700000000001	729.0	378.0	0.08615	GF_000285	0.0367	0.8134	19.0	0.0451	True	AT3G09480	AT5G02570	0.0	0.11110999999999999
AT3G09480__AT3G53650	0.51852	0.8306899999999999	729.0	378.0	0.11957999999999999	GF_000285	0.0501	1.25	19.0	0.04	True	AT3G09480	AT3G53650	0.0	0.11110999999999999
AT2G37470__AT3G09480	0.5144	0.8	729.0	375.0	0.156	GF_000285	0.0747	1.7688	19.0	0.0422	True	AT3G09480	AT2G37470	0.0	0.11110999999999999
AT2G28720__AT3G09480	0.51852	0.75661	729.0	378.0	0.24868	GF_000285	0.0792	5.1309	19.0	0.0154	True	AT3G09480	AT2G28720	0.0	0.11110999999999999
AT1G80120__AT3G15810	0.31595	0.66828	1956.0	618.0	0.42325	GF_000237	0.1862	59.1821	16.0	0.0031	True	AT3G15810	AT1G80120	0.0	1.0
AT1G80120__AT3G15810	0.31595	0.66828	1956.0	618.0	0.42325	GF_000237	0.1862	59.1821	16.0	0.0031	True	AT3G15810	AT1G80120	0.0	1.0
AT1G53870__AT3G14260	0.32209	0.70635	1956.0	630.0	0.54106	GF_000237	0.302	1.5178	21.0	0.19899999999999998	True	AT1G53870	AT3G14260	0.0	0.08333
AT1G53870__AT3G14260	0.32209	0.70635	1956.0	630.0	0.54106	GF_000237	0.302	1.5178	21.0	0.19899999999999998	True	AT1G53870	AT3G14260	0.0	0.08333
AT1G53870__AT1G72340	0.16564	0.41358	1956.0	324.0	0.7319899999999999	GF_000237	0.9292	13.9316	22.0	0.0667	True	AT1G72340	AT1G53870	0.0	0.03125
AT1G72340__AT3G14260	0.16718	0.3792	1956.0	327.0	0.9137700000000001	GF_000237	1.4182	3.5541	22.0	0.39899999999999997	True	AT1G72340	AT3G14260	0.0	0.03125
AT1G21000__AT1G76590	0.78387	0.81893	930.0	729.0	0.20770999999999998	GF_000281	0.0776	0.7674	11.0	0.1011	False	AT1G21000	AT1G76590	1.0	1.0
AT4G17900__AT5G46710	0.69677	0.66204	930.0	648.0	0.84683	GF_000281	0.1864	0.8859999999999999	13.0	0.2104	False	AT5G46710	AT4G17900	1.0	1.0
AT5G50560__AT5G50660	0.41358	1.0	486.0	201.0	0.0	GF_000216	0.0	0.0	13.0	0.3022	False	AT5G50560	AT5G50660	1.0	1.0
AT3G48660__AT5G50560	0.41358	0.6268699999999999	486.0	201.0	0.6313	GF_000216	0.3883	2.2924	14.0	0.1694	False	AT3G48660	AT5G50560	0.5	0.5
AT3G48660__AT5G63500	0.42593000000000003	0.80676	486.0	207.0	0.13083	GF_000216	0.0676	1.2682	15.0	0.0533	False	AT5G63500	AT3G48660	0.33333	0.33333
AT5G50560__AT5G63500	0.41358	0.61692	486.0	201.0	0.63971	GF_000216	0.3786	4.3408	15.0	0.0872	False	AT5G63500	AT5G50560	0.33333	0.33333
AT3G01940__AT5G63500	0.41975	0.67157	486.0	204.0	0.37993000000000005	GF_000216	0.2158	24.6634	18.0	0.0087	True	AT5G63500	AT3G01940	0.0	0.08333
AT3G01940__AT5G63500	0.41975	0.67157	486.0	204.0	0.37993000000000005	GF_000216	0.2158	24.6634	18.0	0.0087	True	AT5G63500	AT3G01940	0.0	0.08333
