	Vvi.cds
GF00514	GSVIVT01011306001, GSVIVT01037193001, GSVIVT01014917001, GSVIVT01023155001, GSVIVT01012272001, GSVIVT01024187001, GSVIVT01036950001, GSVIVT01036952001
GF00515	GSVIVT01011898001, GSVIVT01016844001, GSVIVT01021318001, GSVIVT01024666001, GSVIVT01036475001, GSVIVT01013352001, GSVIVT01014086001, GSVIVT01021834001
GF00516	GSVIVT01013901001, GSVIVT01033316001, GSVIVT01032093001, GSVIVT01025263001, GSVIVT01035331001, GSVIVT01024728001, GSVIVT01015265001, GSVIVT01032807001
GF00517	GSVIVT01016801001, GSVIVT01015178001, GSVIVT01035381001, GSVIVT01033423001, GSVIVT01025434001, GSVIVT01017097001, GSVIVT01034759001, GSVIVT01033813001
GF00518	GSVIVT01015065001, GSVIVT01035488001, GSVIVT01016733001, GSVIVT01035609001, GSVIVT01017998001, GSVIVT01017006001, GSVIVT01017007001, GSVIVT01017009001
GF00519	GSVIVT01016494001, GSVIVT01034119001, GSVIVT01019400001, GSVIVT01024903001, GSVIVT01025084001, GSVIVT01030631001, GSVIVT01019725001, GSVIVT01030630001
GF00520	GSVIVT01016593001, GSVIVT01025525001, GSVIVT01025018001, GSVIVT01026879001, GSVIVT01028963001, GSVIVT01027807001, GSVIVT01028324001, GSVIVT01024043001
GF00521	GSVIVT01018206001, GSVIVT01020151001, GSVIVT01032548001, GSVIVT01032545001, GSVIVT01032546001, GSVIVT01032544001, GSVIVT01032549001, GSVIVT01024144001
GF00522	GSVIVT01018497001, GSVIVT01025305001, GSVIVT01032065001, GSVIVT01033341001, GSVIVT01018530001, GSVIVT01025308001, GSVIVT01019927001, GSVIVT01019930001
GF00523	GSVIVT01018828001, GSVIVT01018874001, GSVIVT01018829001, GSVIVT01018830001, GSVIVT01018867001, GSVIVT01024191001, GSVIVT01018873001, GSVIVT01018872001
GF00524	GSVIVT01020616001, GSVIVT01025660001, GSVIVT01025167001, GSVIVT01025665001, GSVIVT01025671001, GSVIVT01025662001, GSVIVT01025663001, GSVIVT01025669001
GF00525	GSVIVT01021507001, GSVIVT01038080001, GSVIVT01029057001, GSVIVT01024318001, GSVIVT01032103001, GSVIVT01032110001, GSVIVT01036862001, GSVIVT01035626001
GF00526	GSVIVT01024064001, GSVIVT01024068001, GSVIVT01024067001, GSVIVT01024065001, GSVIVT01024069001, GSVIVT01024066001, GSVIVT01024070001
GF00527	GSVIVT01033338001, GSVIVT01001199001, GSVIVT01021831001, GSVIVT01037558001, GSVIVT01025304001, GSVIVT01010758001, GSVIVT01008926001
GF00528	GSVIVT01000116001, GSVIVT01000123001, GSVIVT01001466001, GSVIVT01033238001, GSVIVT01009350001, GSVIVT01009351001, GSVIVT01003439001
GF00529	GSVIVT01000141001, GSVIVT01009360001, GSVIVT01037853001, GSVIVT01031035001, GSVIVT01011895001, GSVIVT01008284001, GSVIVT01011896001
GF00530	GSVIVT01000153001, GSVIVT01037870001, GSVIVT01037866001, GSVIVT01008745001, GSVIVT01005191001, GSVIVT01017841001, GSVIVT01031675001
GF00531	GSVIVT01030553001, GSVIVT01030261001, GSVIVT01014860001, GSVIVT01019076001, GSVIVT01035345001, GSVIVT01035094001, GSVIVT01031155001
GF00532	GSVIVT01027197001, GSVIVT01038602001, GSVIVT01001115001, GSVIVT01010123001, GSVIVT01024723001, GSVIVT01013395001, GSVIVT01018088001
GF00533	GSVIVT01006876001, GSVIVT01036013001, GSVIVT01036015001, GSVIVT01011932001, GSVIVT01034372001, GSVIVT01027158001, GSVIVT01016100001
GF00534	GSVIVT01000266001, GSVIVT01007770001, GSVIVT01002278001, GSVIVT01018213001, GSVIVT01033394001, GSVIVT01031067001, GSVIVT01008708001
GF00535	GSVIVT01000544001, GSVIVT01007635001, GSVIVT01030131001, GSVIVT01017961001, GSVIVT01021840001, GSVIVT01001164001, GSVIVT01035908001
GF00536	GSVIVT01001835001, GSVIVT01008492001, GSVIVT01021322001, GSVIVT01038522001, GSVIVT01014233001, GSVIVT01020670001, GSVIVT01006772001
GF00537	GSVIVT01009357001, GSVIVT01037846001, GSVIVT01030846001, GSVIVT01022120001, GSVIVT01009479001, GSVIVT01026516001, GSVIVT01030333001
GF00538	GSVIVT01004486001, GSVIVT01001488001, GSVIVT01002726001, GSVIVT01001483001, GSVIVT01014441001, GSVIVT01001498001, GSVIVT01001519001
GF00539	GSVIVT01021441001, GSVIVT01003802001, GSVIVT01027657001, GSVIVT01029808001, GSVIVT01029815001, GSVIVT01016955001, GSVIVT01015273001
GF00540	GSVIVT01000914001, GSVIVT01000915001, GSVIVT01036430001, GSVIVT01008578001, GSVIVT01024343001, GSVIVT01008579001, GSVIVT01019056001
GF00541	GSVIVT01001058001, GSVIVT01001059001, GSVIVT01001068001, GSVIVT01001064001, GSVIVT01003718001, GSVIVT01001074001, GSVIVT01007373001
GF00542	GSVIVT01004004001, GSVIVT01006063001, GSVIVT01011586001, GSVIVT01032570001, GSVIVT01022261001, GSVIVT01020131001, GSVIVT01038240001
GF00543	GSVIVT01001114001, GSVIVT01032962001, GSVIVT01036652001, GSVIVT01033629001, GSVIVT01030687001, GSVIVT01008469001, GSVIVT01011668001
GF00544	GSVIVT01023105001, GSVIVT01007662001, GSVIVT01026991001, GSVIVT01026993001, GSVIVT01028873001, GSVIVT01028874001, GSVIVT01028872001
GF00545	GSVIVT01001128001, GSVIVT01013403001, GSVIVT01032942001, GSVIVT01007521001, GSVIVT01010328001, GSVIVT01036751001, GSVIVT01001842001
GF00546	GSVIVT01001129001, GSVIVT01017754001, GSVIVT01034176001, GSVIVT01024976001, GSVIVT01013178001, GSVIVT01028223001, GSVIVT01028224001
GF00547	GSVIVT01025526001, GSVIVT01031451001, GSVIVT01033711001, GSVIVT01031453001, GSVIVT01016041001, GSVIVT01031452001, GSVIVT01038484001
GF00548	GSVIVT01012233001, GSVIVT01027718001, GSVIVT01032461001, GSVIVT01013739001, GSVIVT01019643001, GSVIVT01009999001, GSVIVT01016074001
GF00549	GSVIVT01001269001, GSVIVT01027648001, GSVIVT01037533001, GSVIVT01015567001, GSVIVT01022586001, GSVIVT01012246001, GSVIVT01013778001
GF00550	GSVIVT01001287001, GSVIVT01024778001, GSVIVT01004470001, GSVIVT01014576001, GSVIVT01008925001, GSVIVT01008819001, GSVIVT01037776001
GF00551	GSVIVT01001318001, GSVIVT01023814001, GSVIVT01023815001, GSVIVT01009759001, GSVIVT01018887001, GSVIVT01028677001, GSVIVT01014753001
GF00552	GSVIVT01001320001, GSVIVT01015236001, GSVIVT01034373001, GSVIVT01036648001, GSVIVT01017761001, GSVIVT01015488001, GSVIVT01028020001
GF00553	GSVIVT01001366001, GSVIVT01033481001, GSVIVT01005821001, GSVIVT01002447001, GSVIVT01018247001, GSVIVT01009274001, GSVIVT01011754001
GF00554	GSVIVT01001445001, GSVIVT01018934001, GSVIVT01025450001, GSVIVT01018563001, GSVIVT01001533001, GSVIVT01037084001, GSVIVT01032868001
GF00555	GSVIVT01036243001, GSVIVT01036241001, GSVIVT01036248001, GSVIVT01036249001, GSVIVT01036250001, GSVIVT01036238001, GSVIVT01036247001
GF00556	GSVIVT01025230001, GSVIVT01016240001, GSVIVT01025712001, GSVIVT01010071001, GSVIVT01034568001, GSVIVT01018870001, GSVIVT01038467001
GF00557	GSVIVT01001791001, GSVIVT01012803001, GSVIVT01001799001, GSVIVT01005727001, GSVIVT01001792001, GSVIVT01025678001, GSVIVT01016283001
GF00558	GSVIVT01028966001, GSVIVT01028967001, GSVIVT01020945001, GSVIVT01028928001, GSVIVT01028924001, GSVIVT01028970001, GSVIVT01028923001
GF00559	GSVIVT01001805001, GSVIVT01008517001, GSVIVT01008519001, GSVIVT01014838001, GSVIVT01032376001, GSVIVT01034092001, GSVIVT01001806001
GF00560	GSVIVT01037563001, GSVIVT01031618001, GSVIVT01031699001, GSVIVT01011615001, GSVIVT01026300001, GSVIVT01033956001, GSVIVT01026299001
GF00561	GSVIVT01001852001, GSVIVT01010318001, GSVIVT01030486001, GSVIVT01015451001, GSVIVT01033668001, GSVIVT01016207001, GSVIVT01035719001
GF00562	GSVIVT01001925001, GSVIVT01025457001, GSVIVT01025279001, GSVIVT01001926001, GSVIVT01001927001, GSVIVT01025455001, GSVIVT01024772001
GF00563	GSVIVT01001996001, GSVIVT01012648001, GSVIVT01021114001, GSVIVT01012209001, GSVIVT01007730001, GSVIVT01032441001, GSVIVT01012210001
GF00564	GSVIVT01002021001, GSVIVT01033965001, GSVIVT01024747001, GSVIVT01010299001, GSVIVT01010297001, GSVIVT01007553001, GSVIVT01012325001
GF00565	GSVIVT01002031001, GSVIVT01007435001, GSVIVT01014386001, GSVIVT01018050001, GSVIVT01023575001, GSVIVT01002062001, GSVIVT01017899001
GF00566	GSVIVT01021400001, GSVIVT01003866001, GSVIVT01021401001, GSVIVT01009073001, GSVIVT01037085001, GSVIVT01014073001, GSVIVT01018360001
GF00567	GSVIVT01002583001, GSVIVT01013938001, GSVIVT01015271001, GSVIVT01035322001, GSVIVT01011393001, GSVIVT01003611001, GSVIVT01003613001
GF00568	GSVIVT01005102001, GSVIVT01005100001, GSVIVT01004413001, GSVIVT01006751001, GSVIVT01005109001, GSVIVT01028838001, GSVIVT01005101001
GF00569	GSVIVT01003212001, GSVIVT01030182001, GSVIVT01024559001, GSVIVT01014432001, GSVIVT01033007001, GSVIVT01034419001, GSVIVT01028540001
GF00570	GSVIVT01005826001, GSVIVT01003537001, GSVIVT01012500001, GSVIVT01004268001, GSVIVT01005827001, GSVIVT01008944001, GSVIVT01035277001
GF00571	GSVIVT01003713001, GSVIVT01009240001, GSVIVT01013615001, GSVIVT01016259001, GSVIVT01025213001, GSVIVT01019190001, GSVIVT01007063001
GF00572	GSVIVT01025556001, GSVIVT01027443001, GSVIVT01038647001, GSVIVT01025088001, GSVIVT01032644001, GSVIVT01007965001, GSVIVT01025087001
GF00573	GSVIVT01003801001, GSVIVT01010436001, GSVIVT01034089001, GSVIVT01022729001, GSVIVT01026390001, GSVIVT01027458001, GSVIVT01026573001
GF00574	GSVIVT01034494001, GSVIVT01004589001, GSVIVT01021522001, GSVIVT01011396001, GSVIVT01031122001, GSVIVT01004602001, GSVIVT01026258001
GF00575	GSVIVT01003914001, GSVIVT01026206001, GSVIVT01023986001, GSVIVT01013639001, GSVIVT01013641001, GSVIVT01003915001, GSVIVT01013636001
GF00576	GSVIVT01003955001, GSVIVT01029112001, GSVIVT01029109001, GSVIVT01029169001, GSVIVT01017832001, GSVIVT01035799001, GSVIVT01016842001
GF00577	GSVIVT01029122001, GSVIVT01024419001, GSVIVT01029129001, GSVIVT01029126001, GSVIVT01037410001, GSVIVT01037413001, GSVIVT01037411001
GF00578	GSVIVT01004023001, GSVIVT01012404001, GSVIVT01012418001, GSVIVT01012431001, GSVIVT01012434001, GSVIVT01031995001, GSVIVT01026106001
GF00579	GSVIVT01017952001, GSVIVT01017954001, GSVIVT01017959001, GSVIVT01005410001, GSVIVT01019873001, GSVIVT01017958001, GSVIVT01038230001
GF00580	GSVIVT01010817001, GSVIVT01016422001, GSVIVT01010812001, GSVIVT01016411001, GSVIVT01016402001, GSVIVT01016417001, GSVIVT01016409001
GF00581	GSVIVT01004397001, GSVIVT01014395001, GSVIVT01027840001, GSVIVT01006482001, GSVIVT01016705001, GSVIVT01014394001, GSVIVT01032875001
GF00582	GSVIVT01009099001, GSVIVT01015671001, GSVIVT01015703001, GSVIVT01015688001, GSVIVT01009100001, GSVIVT01013887001, GSVIVT01015686001
GF00583	GSVIVT01005140001, GSVIVT01014685001, GSVIVT01030095001, GSVIVT01030093001, GSVIVT01030094001, GSVIVT01015272001, GSVIVT01005141001
GF00584	GSVIVT01005144001, GSVIVT01007628001, GSVIVT01014010001, GSVIVT01020195001, GSVIVT01012945001, GSVIVT01027894001, GSVIVT01023298001
GF00585	GSVIVT01005145001, GSVIVT01027896001, GSVIVT01014011001, GSVIVT01007629001, GSVIVT01020194001, GSVIVT01020468001, GSVIVT01030818001
GF00586	GSVIVT01016434001, GSVIVT01015369001, GSVIVT01017070001, GSVIVT01034063001, GSVIVT01023897001, GSVIVT01026930001, GSVIVT01036908001
GF00587	GSVIVT01005672001, GSVIVT01023021001, GSVIVT01032173001, GSVIVT01011206001, GSVIVT01038033001, GSVIVT01036621001, GSVIVT01022673001
GF00588	GSVIVT01005700001, GSVIVT01022505001, GSVIVT01005992001, GSVIVT01006056001, GSVIVT01006347001, GSVIVT01015288001, GSVIVT01026664001
GF00589	GSVIVT01005822001, GSVIVT01018249001, GSVIVT01006270001, GSVIVT01015275001, GSVIVT01021036001, GSVIVT01007152001, GSVIVT01007151001
GF00590	GSVIVT01006686001, GSVIVT01007273001, GSVIVT01037714001, GSVIVT01035570001, GSVIVT01010336001, GSVIVT01008496001, GSVIVT01006688001
GF00591	GSVIVT01006798001, GSVIVT01037551001, GSVIVT01013686001, GSVIVT01022246001, GSVIVT01031953001, GSVIVT01017061001, GSVIVT01013688001
GF00592	GSVIVT01006875001, GSVIVT01035924001, GSVIVT01013555001, GSVIVT01027118001, GSVIVT01038708001, GSVIVT01014083001, GSVIVT01018567001
GF00593	GSVIVT01007332001, GSVIVT01030112001, GSVIVT01037169001, GSVIVT01037164001, GSVIVT01037163001, GSVIVT01037168001, GSVIVT01037175001
GF00594	GSVIVT01007340001, GSVIVT01035669001, GSVIVT01017062001, GSVIVT01018980001, GSVIVT01033741001, GSVIVT01024425001, GSVIVT01024437001
GF00595	GSVIVT01007609001, GSVIVT01014620001, GSVIVT01022680001, GSVIVT01023568001, GSVIVT01034631001, GSVIVT01009173001, GSVIVT01017729001
GF00596	GSVIVT01007729001, GSVIVT01013775001, GSVIVT01009476001, GSVIVT01013266001, GSVIVT01020407001, GSVIVT01026248001, GSVIVT01024021001
GF00597	GSVIVT01007736001, GSVIVT01032455001, GSVIVT01031118001, GSVIVT01016342001, GSVIVT01025624001, GSVIVT01025625001, GSVIVT01016344001
GF00598	GSVIVT01008048001, GSVIVT01011353001, GSVIVT01029951001, GSVIVT01020720001, GSVIVT01021226001, GSVIVT01008196001, GSVIVT01009075001
GF00599	GSVIVT01008249001, GSVIVT01009283001, GSVIVT01022115001, GSVIVT01031721001, GSVIVT01022098001, GSVIVT01036560001, GSVIVT01036559001
GF00600	GSVIVT01008340001, GSVIVT01032989001, GSVIVT01008642001, GSVIVT01032988001, GSVIVT01018752001, GSVIVT01032586001, GSVIVT01018751001
GF00601	GSVIVT01008351001, GSVIVT01034341001, GSVIVT01034340001, GSVIVT01014262001, GSVIVT01021129001, GSVIVT01030175001, GSVIVT01035558001
GF00602	GSVIVT01019849001, GSVIVT01019840001, GSVIVT01019835001, GSVIVT01019841001, GSVIVT01019838001, GSVIVT01019848001, GSVIVT01019836001
GF00603	GSVIVT01008550001, GSVIVT01018586001, GSVIVT01018591001, GSVIVT01018593001, GSVIVT01018584001, GSVIVT01018588001, GSVIVT01033088001
GF00604	GSVIVT01008554001, GSVIVT01024680001, GSVIVT01030304001, GSVIVT01030423001, GSVIVT01015667001, GSVIVT01017905001, GSVIVT01023831001
GF00605	GSVIVT01008685001, GSVIVT01023930001, GSVIVT01024833001, GSVIVT01034043001, GSVIVT01019759001, GSVIVT01026892001, GSVIVT01013173001
GF00606	GSVIVT01022165001, GSVIVT01022172001, GSVIVT01022168001, GSVIVT01022181001, GSVIVT01037479001, GSVIVT01022180001, GSVIVT01022169001
GF00607	GSVIVT01012098001, GSVIVT01010149001, GSVIVT01017032001, GSVIVT01025490001, GSVIVT01029025001, GSVIVT01031526001, GSVIVT01016859001
GF00608	GSVIVT01008726001, GSVIVT01015112001, GSVIVT01015113001, GSVIVT01011320001, GSVIVT01023963001, GSVIVT01023959001, GSVIVT01035448001
GF00609	GSVIVT01008846001, GSVIVT01024035001, GSVIVT01025551001, GSVIVT01025104001, GSVIVT01018740001, GSVIVT01035858001, GSVIVT01018743001
GF00610	GSVIVT01008957001, GSVIVT01024943001, GSVIVT01034160001, GSVIVT01019824001, GSVIVT01010602001, GSVIVT01017301001, GSVIVT01022970001
GF00611	GSVIVT01008960001, GSVIVT01022200001, GSVIVT01036649001, GSVIVT01033632001, GSVIVT01011929001, GSVIVT01033531001, GSVIVT01036134001
GF00612	GSVIVT01017633001, GSVIVT01017613001, GSVIVT01017626001, GSVIVT01034941001, GSVIVT01017632001, GSVIVT01017617001, GSVIVT01017631001
GF00613	GSVIVT01009382001, GSVIVT01037884001, GSVIVT01016395001, GSVIVT01036716001, GSVIVT01033432001, GSVIVT01018987001, GSVIVT01009692001
GF00614	GSVIVT01009662001, GSVIVT01031921001, GSVIVT01035907001, GSVIVT01017556001, GSVIVT01015491001, GSVIVT01034478001, GSVIVT01028868001
GF00615	GSVIVT01010278001, GSVIVT01023938001, GSVIVT01030279001, GSVIVT01033317001, GSVIVT01025266001, GSVIVT01032092001, GSVIVT01032091001
GF00616	GSVIVT01010632001, GSVIVT01027222001, GSVIVT01030775001, GSVIVT01010703001, GSVIVT01030776001, GSVIVT01010735001, GSVIVT01017762001
GF00617	GSVIVT01010687001, GSVIVT01038790001, GSVIVT01036152001, GSVIVT01015684001, GSVIVT01031418001, GSVIVT01010934001, GSVIVT01014016001
GF00618	GSVIVT01010790001, GSVIVT01037102001, GSVIVT01030838001, GSVIVT01018449001, GSVIVT01027578001, GSVIVT01012237001, GSVIVT01034028001
GF00619	GSVIVT01011043001, GSVIVT01017840001, GSVIVT01022018001, GSVIVT01035294001, GSVIVT01016986001, GSVIVT01017338001, GSVIVT01015307001
GF00620	GSVIVT01011089001, GSVIVT01011091001, GSVIVT01011090001, GSVIVT01011092001, GSVIVT01017876001, GSVIVT01017877001, GSVIVT01021639001
GF00621	GSVIVT01011107001, GSVIVT01034295001, GSVIVT01017885001, GSVIVT01025775001, GSVIVT01031386001, GSVIVT01011886001, GSVIVT01014230001
GF00622	GSVIVT01011155001, GSVIVT01033957001, GSVIVT01024732001, GSVIVT01032818001, GSVIVT01024733001, GSVIVT01032819001, GSVIVT01024734001
GF00623	GSVIVT01011162001, GSVIVT01032811001, GSVIVT01016791001, GSVIVT01035442001, GSVIVT01015122001, GSVIVT01023128001, GSVIVT01015137001
GF00624	GSVIVT01011309001, GSVIVT01017504001, GSVIVT01037049001, GSVIVT01037922001, GSVIVT01020238001, GSVIVT01012458001, GSVIVT01022216001
GF00625	GSVIVT01011378001, GSVIVT01024682001, GSVIVT01022568001, GSVIVT01033855001, GSVIVT01034614001, GSVIVT01019669001, GSVIVT01019562001
GF00626	GSVIVT01011657001, GSVIVT01023380001, GSVIVT01023351001, GSVIVT01023373001, GSVIVT01023355001, GSVIVT01023356001, GSVIVT01028919001
GF00627	GSVIVT01012030001, GSVIVT01024320001, GSVIVT01023918001, GSVIVT01024313001, GSVIVT01015738001, GSVIVT01022996001, GSVIVT01024566001
GF00628	GSVIVT01014203001, GSVIVT01021754001, GSVIVT01028348001, GSVIVT01020708001, GSVIVT01021215001, GSVIVT01023521001, GSVIVT01024677001
GF00629	GSVIVT01014212001, GSVIVT01023231001, GSVIVT01025406001, GSVIVT01014762001, GSVIVT01029865001, GSVIVT01024534001, GSVIVT01026752001
GF00630	GSVIVT01014223001, GSVIVT01016740001, GSVIVT01035101001, GSVIVT01028387001, GSVIVT01014547001, GSVIVT01027872001, GSVIVT01023346001
GF00631	GSVIVT01014240001, GSVIVT01014243001, GSVIVT01020661001, GSVIVT01020662001, GSVIVT01021164001, GSVIVT01014241001, GSVIVT01020663001
GF00632	GSVIVT01014389001, GSVIVT01038588001, GSVIVT01034183001, GSVIVT01026540001, GSVIVT01019618001, GSVIVT01027183001, GSVIVT01024219001
GF00633	GSVIVT01014461001, GSVIVT01014465001, GSVIVT01014462001, GSVIVT01015715001, GSVIVT01015714001, GSVIVT01014463001, GSVIVT01015716001
GF00634	GSVIVT01015120001, GSVIVT01016790001, GSVIVT01033313001, GSVIVT01032101001, GSVIVT01025252001, GSVIVT01021622001, GSVIVT01022601001
GF00635	GSVIVT01015131001, GSVIVT01015322001, GSVIVT01029339001, GSVIVT01035160001, GSVIVT01037064001, GSVIVT01020591001, GSVIVT01028613001
GF00636	GSVIVT01035693001, GSVIVT01035686001, GSVIVT01035702001, GSVIVT01035703001, GSVIVT01035692001, GSVIVT01035690001, GSVIVT01035695001
GF00637	GSVIVT01018422001, GSVIVT01018423001, GSVIVT01018421001, GSVIVT01018420001, GSVIVT01018419001, GSVIVT01026800001, GSVIVT01026811001
GF00638	GSVIVT01016236001, GSVIVT01016507001, GSVIVT01024919001, GSVIVT01029553001, GSVIVT01024918001, GSVIVT01031557001, GSVIVT01035176001
GF00639	GSVIVT01016576001, GSVIVT01016577001, GSVIVT01016578001, GSVIVT01025005001, GSVIVT01025063001, GSVIVT01032631001, GSVIVT01034208001
GF00640	GSVIVT01017011001, GSVIVT01018180001, GSVIVT01018833001, GSVIVT01024194001, GSVIVT01035614001, GSVIVT01033385001, GSVIVT01025199001
GF00641	GSVIVT01017174001, GSVIVT01017175001, GSVIVT01017183001, GSVIVT01017180001, GSVIVT01017181001, GSVIVT01017179001, GSVIVT01035794001
GF00642	GSVIVT01017296001, GSVIVT01035834001, GSVIVT01035835001, GSVIVT01035765001, GSVIVT01035758001, GSVIVT01035760001, GSVIVT01035762001
GF00643	GSVIVT01017717001, GSVIVT01031342001, GSVIVT01028230001, GSVIVT01028231001, GSVIVT01034178001, GSVIVT01036914001, GSVIVT01028921001
GF00644	GSVIVT01020946001, GSVIVT01028929001, GSVIVT01020947001, GSVIVT01020954001, GSVIVT01028926001, GSVIVT01020953001, GSVIVT01028927001
GF00645	GSVIVT01021001001, GSVIVT01034495001, GSVIVT01023279001, GSVIVT01037249001, GSVIVT01024073001, GSVIVT01036815001, GSVIVT01022398001
GF00646	GSVIVT01021615001, GSVIVT01029289001, GSVIVT01029291001, GSVIVT01029294001, GSVIVT01029293001, GSVIVT01029296001, GSVIVT01029292001
GF00647	GSVIVT01026774001, GSVIVT01032341001, GSVIVT01032295001, GSVIVT01032327001, GSVIVT01032326001, GSVIVT01032340001, GSVIVT01032294001
GF00648	GSVIVT01034914001, GSVIVT01034928001, GSVIVT01034925001, GSVIVT01034978001, GSVIVT01034916001, GSVIVT01034917001, GSVIVT01034918001
GF00649	GSVIVT01000002001, GSVIVT01021972001, GSVIVT01017814001, GSVIVT01011001001, GSVIVT01037753001, GSVIVT01019361001
GF00650	GSVIVT01019931001, GSVIVT01019928001, GSVIVT01027626001, GSVIVT01016220001, GSVIVT01027019001, GSVIVT01019929001
GF00651	GSVIVT01000015001, GSVIVT01009098001, GSVIVT01029257001, GSVIVT01015336001, GSVIVT01020665001, GSVIVT01018343001
GF00652	GSVIVT01000045001, GSVIVT01018304001, GSVIVT01013879001, GSVIVT01011079001, GSVIVT01018166001, GSVIVT01030626001
GF00653	GSVIVT01015155001, GSVIVT01015283001, GSVIVT01001713001, GSVIVT01032414001, GSVIVT01016115001, GSVIVT01037553001
GF00654	GSVIVT01000083001, GSVIVT01000084001, GSVIVT01017943001, GSVIVT01025328001, GSVIVT01003798001, GSVIVT01005730001
GF00655	GSVIVT01000115001, GSVIVT01000122001, GSVIVT01020070001, GSVIVT01011346001, GSVIVT01029194001, GSVIVT01008059001
GF00656	GSVIVT01032814001, GSVIVT01000561001, GSVIVT01007619001, GSVIVT01025605001, GSVIVT01035714001, GSVIVT01011916001
GF00657	GSVIVT01038034001, GSVIVT01000315001, GSVIVT01016203001, GSVIVT01030928001, GSVIVT01010022001, GSVIVT01012552001
GF00658	GSVIVT01000251001, GSVIVT01033293001, GSVIVT01018544001, GSVIVT01006088001, GSVIVT01031190001, GSVIVT01018548001
GF00659	GSVIVT01000270001, GSVIVT01023195001, GSVIVT01023196001, GSVIVT01000271001, GSVIVT01023170001, GSVIVT01023197001
GF00660	GSVIVT01005971001, GSVIVT01011888001, GSVIVT01028016001, GSVIVT01031026001, GSVIVT01006340001, GSVIVT01017214001
GF00661	GSVIVT01014534001, GSVIVT01014529001, GSVIVT01014520001, GSVIVT01030089001, GSVIVT01037788001, GSVIVT01030183001
GF00662	GSVIVT01028064001, GSVIVT01008332001, GSVIVT01011848001, GSVIVT01035053001, GSVIVT01030550001, GSVIVT01031684001
GF00663	GSVIVT01000461001, GSVIVT01000472001, GSVIVT01000468001, GSVIVT01000469001, GSVIVT01000470001, GSVIVT01000464001
GF00664	GSVIVT01033999001, GSVIVT01022089001, GSVIVT01016362001, GSVIVT01022092001, GSVIVT01022096001, GSVIVT01022091001
GF00665	GSVIVT01012879001, GSVIVT01035778001, GSVIVT01017639001, GSVIVT01022296001, GSVIVT01013399001, GSVIVT01028192001
