Orthogroup	A. trichopoda	V. vinifera
OG0000077	ATR0584G031.1, ATR0584G112.1, ATR0584G181.1, ATR0584G215.1, ATR0584G269.1, ATR0584G274.1, ATR0584G277.1	GSVIVT01009471001, GSVIVT01031724001, GSVIVT01031725001
OG0000078	ATR0580G007.1, ATR0580G228.1, ATR0752G030.1, ATR0752G198.1	GSVIVT01029158001, GSVIVT01029160001, GSVIVT01029163001, GSVIVT01029165001, GSVIVT01029173001, GSVIVT01029175001
OG0000079	ATR0562G001.1, ATR0739G059.1, ATR0739G095.1, ATR0739G126.1, ATR0739G139.1	GSVIVT01011259001, GSVIVT01032157001, GSVIVT01034455001, GSVIVT01036599001, GSVIVT01036612001
OG0000080	ATR0743G012.1, ATR0743G038.1, ATR0743G120.1, ATR0743G165.1, ATR0743G181.1, ATR0743G213.1, ATR0743G239.1, ATR0743G248.1, ATR0743G265.1, ATR0743G278.1	
OG0000081	ATR0618G081.1, ATR0618G102.1, ATR0618G280.1, ATR0618G320.1, ATR0618G340.1	GSVIVT01010267001, GSVIVT01010268001, GSVIVT01010269001, GSVIVT01010271001, GSVIVT01010272001
OG0000082	ATR0088G041.1, ATR0763G060.1, ATR0763G165.1, ATR1098G001.1, ATR1120G146.1, ATR1136G182.1	GSVIVT01010052001, GSVIVT01014750001, GSVIVT01021407001, GSVIVT01021409001
OG0000083	ATR0019G057.1, ATR0332G027.1, ATR0584G065.1, ATR0605G312.1, ATR1156G075.1	GSVIVT01013471001, GSVIVT01023643001, GSVIVT01033297001, GSVIVT01034552001, GSVIVT01035830001
OG0000084	ATR0150G017.1, ATR0332G082.1, ATR0772G079.1, ATR0782G114.1, ATR0827G039.1, ATR1102G020.1, ATR1133G009.1	GSVIVT01013441001, GSVIVT01023847001, GSVIVT01037455001
OG0000085	ATR0006G028.1, ATR0057G047.1, ATR0580G422.1, ATR0629G004.1, ATR0665G136.1	GSVIVT01001052001, GSVIVT01008074001, GSVIVT01016652001, GSVIVT01018265001, GSVIVT01029244001
OG0000086	ATR0733G029.1, ATR0733G043.1, ATR0733G111.1, ATR0733G152.1, ATR0733G247.1, ATR0733G258.1, ATR1126G020.1, ATR1126G043.1, ATR1147G023.1	GSVIVT01035686001
OG0000087	ATR0602G143.1, ATR0668G001.1, ATR0751G110.1, ATR0751G182.1, ATR0751G185.1, ATR0751G268.1	GSVIVT01020693001, GSVIVT01020694001, GSVIVT01020697001, GSVIVT01020698001
OG0000088	ATR0605G099.1, ATR0605G184.1, ATR0665G067.1, ATR0691G193.1, ATR0730G118.1, ATR0772G030.1, ATR0772G065.1, ATR0772G164.1, ATR1128G059.1	GSVIVT01026547001
OG0000089	ATR0579G050.1, ATR0763G185.1, ATR0763G211.1, ATR0763G260.1, ATR0763G264.1	GSVIVT01012980001, GSVIVT01012981001, GSVIVT01013045001, GSVIVT01019909001, GSVIVT01038509001
OG0000090	ATR0626G040.1, ATR0626G093.1	GSVIVT01029446001, GSVIVT01029451001, GSVIVT01038396001, GSVIVT01038410001, GSVIVT01038414001, GSVIVT01038417001, GSVIVT01038423001, GSVIVT01038429001
OG0000091	ATR0083G001.1, ATR0083G022.1, ATR0083G063.1, ATR0561G240.1, ATR0820G063.1	GSVIVT01015456001, GSVIVT01031378001, GSVIVT01033804001, GSVIVT01035780001, GSVIVT01035784001
OG0000092	ATR0705G031.1	GSVIVT01035304001, GSVIVT01035306001, GSVIVT01035307001, GSVIVT01035309001, GSVIVT01035310001, GSVIVT01035311001, GSVIVT01035312001, GSVIVT01035313001, GSVIVT01035315001
OG0000093	ATR0138G011.1, ATR0709G041.1	GSVIVT01026058001, GSVIVT01026059001, GSVIVT01026064001, GSVIVT01026065001, GSVIVT01026066001, GSVIVT01026070001, GSVIVT01026071001, GSVIVT01026072001
OG0000094	ATR0676G002.1, ATR0676G003.1, ATR0676G004.1, ATR0709G024.1, ATR0709G080.1, ATR0779G002.1, ATR0779G003.1, ATR0973G001.1	GSVIVT01022155001
OG0000095	ATR0090G004.1, ATR0090G025.1, ATR0090G026.1, ATR0090G033.1, ATR0090G043.1, ATR0820G032.1, ATR0820G279.1	GSVIVT01036097001, GSVIVT01036098001
OG0000096	ATR0594G044.1, ATR0594G049.1, ATR0594G116.1, ATR0641G001.1, ATR0680G170.1, ATR0680G254.1, ATR0680G308.1, ATR0680G351.1, ATR0827G040.1	
OG0000097	ATR0691G320.1, ATR0751G059.1, ATR0751G098.1, ATR0751G227.1, ATR0751G253.1	GSVIVT01022836001, GSVIVT01022837001, GSVIVT01022851001, GSVIVT01022965001
OG0000098	ATR0582G296.1, ATR0598G042.1, ATR0598G278.1, ATR0665G260.1, ATR0727G001.1, ATR0739G184.1	GSVIVT01014078001, GSVIVT01023989001, GSVIVT01038019001
OG0000099	ATR0582G086.1, ATR0661G144.1, ATR0796G069.1, ATR0804G081.1	GSVIVT01000176001, GSVIVT01001112001, GSVIVT01014545001, GSVIVT01027971001, GSVIVT01037892001
OG0000100	ATR0006G023.1, ATR0006G042.1, ATR0006G048.1, ATR0006G065.1, ATR0006G081.1, ATR0681G075.1, ATR0712G046.1, ATR0712G081.1	GSVIVT01023732001
OG0000101	ATR0123G002.1, ATR0171G009.1, ATR0171G020.1, ATR0171G025.1, ATR0171G031.1, ATR0495G003.1, ATR1084G001.1, ATR1109G001.1	GSVIVT01030704001
OG0000102	ATR0049G007.1	GSVIVT01011198001, GSVIVT01011201001, GSVIVT01011204001, GSVIVT01011216001, GSVIVT01011219001, GSVIVT01021602001, GSVIVT01026533001, GSVIVT01026534001
OG0000103	ATR0767G119.1, ATR0767G218.1, ATR0767G238.1, ATR0767G261.1	GSVIVT01012842001, GSVIVT01012845001, GSVIVT01012846001, GSVIVT01012847001, GSVIVT01017449001
OG0000104	ATR0049G044.1, ATR0568G002.1, ATR0568G054.1, ATR0568G160.1, ATR0730G162.1, ATR0751G136.1, ATR0751G210.1, ATR0751G243.1	GSVIVT01018919001
OG0000105	ATR1152G003.1, ATR1152G039.1, ATR1152G047.1	GSVIVT01022979001, GSVIVT01022984001, GSVIVT01022988001, GSVIVT01022990001, GSVIVT01023036001, GSVIVT01026098001
OG0000106	ATR0605G016.1, ATR0605G046.1, ATR0680G120.1, ATR0697G225.1, ATR0723G002.1, ATR1120G047.1	GSVIVT01008058001, GSVIVT01028466001, GSVIVT01034469001
OG0000107	ATR0736G083.1, ATR0736G151.1	GSVIVT01022823001, GSVIVT01023665001, GSVIVT01023677001, GSVIVT01023681001, GSVIVT01036637001, GSVIVT01038764001, GSVIVT01038768001
OG0000108	ATR0605G202.1	GSVIVT01008516001, GSVIVT01010378001, GSVIVT01010379001, GSVIVT01010382001, GSVIVT01010383001, GSVIVT01010384001, GSVIVT01010385001, GSVIVT01010387001
OG0000109	ATR0661G119.1, ATR0661G325.1, ATR0763G102.1, ATR0782G047.1, ATR0782G065.1, ATR0782G228.1	GSVIVT01018459001, GSVIVT01018460001, GSVIVT01018461001
OG0000110	ATR0706G130.1, ATR0807G069.1, ATR0827G100.1, ATR1101G030.1	GSVIVT01003832001, GSVIVT01033207001, GSVIVT01033214001, GSVIVT01035030001, GSVIVT01035031001
OG0000111	ATR0069G062.1, ATR0561G167.1	GSVIVT01014921001, GSVIVT01014946001, GSVIVT01014948001, GSVIVT01014958001, GSVIVT01014967001, GSVIVT01014977001, GSVIVT01014978001
OG0000112	ATR0624G014.1	GSVIVT01002490001, GSVIVT01003495001, GSVIVT01003498001, GSVIVT01003499001, GSVIVT01005124001, GSVIVT01005128001, GSVIVT01005131001, GSVIVT01029956001
OG0000113	ATR1149G077.1	GSVIVT01015125001, GSVIVT01015126001, GSVIVT01015127001, GSVIVT01015132001, GSVIVT01015136001, GSVIVT01015139001, GSVIVT01015141001, GSVIVT01035439001
OG0000114	ATR0693G026.1, ATR0693G208.1, ATR0693G325.1	GSVIVT01028060001, GSVIVT01035054001, GSVIVT01035071001, GSVIVT01035072001, GSVIVT01035074001, GSVIVT01035076001
OG0000115	ATR0740G001.1	GSVIVT01022675001, GSVIVT01023163001, GSVIVT01023173001, GSVIVT01023182001, GSVIVT01023189001, GSVIVT01023191001, GSVIVT01023212001, GSVIVT01029713001
OG0000116		GSVIVT01013974001, GSVIVT01015972001, GSVIVT01017385001, GSVIVT01017390001, GSVIVT01017396001, GSVIVT01017399001, GSVIVT01034276001, GSVIVT01034283001, GSVIVT01034291001
OG0000117	ATR0684G222.1	GSVIVT01000178001, GSVIVT01023345001, GSVIVT01029382001, GSVIVT01031265001, GSVIVT01031733001, GSVIVT01033004001, GSVIVT01037332001
OG0000118	ATR0315G119.1, ATR0564G069.1, ATR0564G345.1, ATR0733G112.1, ATR0733G202.1	GSVIVT01015387001, GSVIVT01018988001, GSVIVT01031930001
OG0000119	ATR0004G001.1, ATR0015G001.1, ATR0091G001.1, ATR0104G021.1, ATR0573G002.1, ATR0709G086.1, ATR1100G026.1	GSVIVT01018700001
OG0000120	ATR0049G048.1, ATR0686G195.1, ATR0787G078.1, ATR1101G010.1, ATR1101G013.1	GSVIVT01010326001, GSVIVT01014628001, GSVIVT01028440001
OG0000121	ATR0665G058.1, ATR0665G360.1	GSVIVT01017327001, GSVIVT01017329001, GSVIVT01026883001, GSVIVT01026884001, GSVIVT01026885001, GSVIVT01026886001
OG0000122	ATR0019G046.1, ATR0118G007.1, ATR0681G353.1, ATR0691G024.1, ATR0829G073.1	GSVIVT01011634001, GSVIVT01020754001, GSVIVT01021260001
OG0000123	ATR0824G101.1, ATR0824G140.1, ATR0824G141.1, ATR0824G162.1, ATR0824G217.1, ATR0824G230.1	GSVIVT01004078001, GSVIVT01030596001
OG0000124	ATR0559G132.1, ATR0559G148.1, ATR0559G292.1, ATR0559G345.1, ATR0712G066.1, ATR0712G172.1	GSVIVT01025046001, GSVIVT01025077001
OG0000125	ATR0315G110.1, ATR0620G043.1, ATR0620G095.1, ATR0661G005.1, ATR0945G001.1	GSVIVT01009837001, GSVIVT01015345001, GSVIVT01019657001
OG0000126	ATR0605G049.1, ATR0605G105.1, ATR0605G174.1, ATR0605G238.1, ATR0618G250.1	GSVIVT01025482001, GSVIVT01025485001, GSVIVT01033370001
OG0000127	ATR0186G001.1, ATR0927G002.1, ATR0927G012.1, ATR1125G106.1, ATR1125G114.1	GSVIVT01028801001, GSVIVT01038718001, GSVIVT01038720001
OG0000128	ATR0332G081.1, ATR0582G305.1, ATR0618G272.1	GSVIVT01012033001, GSVIVT01012035001, GSVIVT01029329001, GSVIVT01029331001, GSVIVT01029349001
OG0000129	ATR0197G001.1, ATR0197G007.1, ATR0508G001.1, ATR0620G053.1	GSVIVT01004945001, GSVIVT01004948001, GSVIVT01005224001, GSVIVT01005227001
OG0000130	ATR0332G074.1, ATR0332G086.1, ATR0579G002.1, ATR0579G021.1, ATR0691G136.1	GSVIVT01019713001, GSVIVT01019714001, GSVIVT01019715001
OG0000131	ATR0605G145.1, ATR0605G167.1, ATR0605G221.1	GSVIVT01032005001, GSVIVT01032006001, GSVIVT01032014001, GSVIVT01032015001, GSVIVT01032149001
OG0000132	ATR0564G207.1, ATR0733G193.1, ATR0745G073.1, ATR0772G069.1, ATR0807G215.1	GSVIVT01027823001, GSVIVT01035215001, GSVIVT01037259001
OG0000133	ATR0568G180.1, ATR0568G200.1	GSVIVT01016083001, GSVIVT01022745001, GSVIVT01022750001, GSVIVT01022752001, GSVIVT01022758001, GSVIVT01022762001
OG0000134	ATR0003G002.1, ATR0003G019.1, ATR0003G037.1, ATR0081G021.1, ATR0081G048.1, ATR0243G001.1, ATR0750G001.1	GSVIVT01033451001
OG0000135	ATR1096G021.1, ATR1096G076.1, ATR1096G114.1, ATR1096G144.1	GSVIVT01027385001, GSVIVT01027391001, GSVIVT01027393001, GSVIVT01027394001
OG0000136	ATR0315G069.1, ATR0705G158.1, ATR0705G189.1, ATR0716G074.1, ATR0807G212.1, ATR0827G174.1	GSVIVT01025907001, GSVIVT01037180001
OG0000137	ATR0568G185.1	GSVIVT01010695001, GSVIVT01010702001, GSVIVT01012386001, GSVIVT01027246001, GSVIVT01027285001, GSVIVT01027307001, GSVIVT01032175001
OG0000138	ATR0199G001.1, ATR0199G018.1, ATR0199G024.1, ATR0199G027.1, ATR0796G239.1, ATR0796G243.1, ATR0796G295.1	GSVIVT01028126001
OG0000139	ATR0564G066.1, ATR0618G137.1, ATR0680G008.1, ATR0680G171.1, ATR0763G283.1, ATR1155G031.1	GSVIVT01019758001, GSVIVT01028941001
OG0000140	ATR0100G036.1, ATR0829G009.1, ATR1159G030.1	GSVIVT01010777001, GSVIVT01010783001, GSVIVT01010787001, GSVIVT01011325001, GSVIVT01024451001
OG0000141	ATR0626G167.1	GSVIVT01010218001, GSVIVT01010221001, GSVIVT01037022001, GSVIVT01037024001, GSVIVT01037026001, GSVIVT01037031001, GSVIVT01037034001
OG0000142	ATR0736G005.1	GSVIVT01003897001, GSVIVT01003898001, GSVIVT01003900001, GSVIVT01003904001, GSVIVT01003906001, GSVIVT01003907001, GSVIVT01031160001
OG0000143	ATR0661G269.1	GSVIVT01009957001, GSVIVT01009958001, GSVIVT01009959001, GSVIVT01009960001, GSVIVT01009961001, GSVIVT01009962001, GSVIVT01009963001
OG0000144	ATR0584G210.1, ATR0584G257.1	GSVIVT01030456001, GSVIVT01030458001, GSVIVT01030461001, GSVIVT01030462001, GSVIVT01030467001, GSVIVT01030468001
OG0000145	ATR0782G079.1	GSVIVT01004011001, GSVIVT01004016001, GSVIVT01004025001, GSVIVT01012401001, GSVIVT01012414001, GSVIVT01012432001, GSVIVT01012439001
OG0000146	ATR0585G067.1	GSVIVT01013023001, GSVIVT01019975001, GSVIVT01023818001, GSVIVT01027525001, GSVIVT01028022001, GSVIVT01033654001, GSVIVT01035319001
OG0000147	ATR0618G389.1	GSVIVT01019134001, GSVIVT01019136001, GSVIVT01034396001, GSVIVT01034399001, GSVIVT01034410001, GSVIVT01034412001, GSVIVT01037829001
OG0000148	ATR0585G037.1, ATR0585G061.1, ATR0585G068.1, ATR0585G134.1, ATR0789G006.1	GSVIVT01008088001, GSVIVT01023810001
OG0000149	ATR0135G001.1, ATR0691G104.1, ATR0693G333.1, ATR0796G310.1, ATR0796G317.1, ATR1149G098.1	GSVIVT01030053001
OG0000150	ATR0665G537.1, ATR0693G090.1, ATR0743G079.1, ATR0804G017.1, ATR0804G018.1, ATR0804G022.1, ATR0804G039.1	
OG0000151	ATR0582G158.1, ATR0582G240.1, ATR0582G318.1, ATR0594G183.1, ATR0594G194.1	GSVIVT01020673001, GSVIVT01031154001
OG0000152	ATR0057G099.1, ATR0585G003.1, ATR1096G045.1, ATR1096G062.1, ATR1096G094.1, ATR1096G132.1	GSVIVT01027027001
OG0000153	ATR0109G009.1, ATR0564G370.1, ATR0706G240.1	GSVIVT01013328001, GSVIVT01022541001, GSVIVT01028104001, GSVIVT01037844001
OG0000154	ATR0654G005.1, ATR0665G631.1, ATR0681G111.1, ATR1082G001.1	GSVIVT01001350001, GSVIVT01025408001, GSVIVT01025413001
OG0000155	ATR0317G077.1, ATR0697G128.1, ATR0697G277.1, ATR1153G019.1	GSVIVT01025879001, GSVIVT01025883001, GSVIVT01037549001
OG0000156	ATR0225G042.1, ATR0626G072.1, ATR0626G356.1	GSVIVT01000461001, GSVIVT01000468001, GSVIVT01000469001, GSVIVT01000472001
OG0000157	ATR0064G003.1, ATR0064G014.1, ATR0064G071.1, ATR0064G083.1, ATR0064G096.1	GSVIVT01032926001, GSVIVT01032930001
OG0000158	ATR0721G033.1, ATR0824G044.1, ATR0824G046.1, ATR0824G117.1, ATR0824G268.1	GSVIVT01032372001, GSVIVT01032374001
OG0000159	ATR0580G188.1, ATR0605G306.1, ATR0829G111.1	GSVIVT01013057001, GSVIVT01021798001, GSVIVT01023850001, GSVIVT01024398001
OG0000160	ATR0022G014.1, ATR0022G032.1, ATR0022G049.1, ATR0737G046.1, ATR0898G001.1	GSVIVT01009073001, GSVIVT01037085001
OG0000161	ATR0580G056.1, ATR0580G274.1, ATR0580G370.1, ATR0580G383.1, ATR0580G450.1, ATR1079G001.1	GSVIVT01035532001
OG0000162	ATR0064G107.1, ATR0561G031.1, ATR0580G053.1, ATR0782G226.1	GSVIVT01004648001, GSVIVT01004919001, GSVIVT01018554001
OG0000163	ATR0589G007.1, ATR0589G050.1, ATR0693G366.1, ATR0782G034.1	GSVIVT01014417001, GSVIVT01015722001, GSVIVT01016218001
OG0000164	ATR0665G277.1, ATR0772G198.1, ATR0810G068.1	GSVIVT01019722001, GSVIVT01021832001, GSVIVT01026588001, GSVIVT01034523001
OG0000165	ATR0019G047.1, ATR0019G059.1, ATR0693G056.1	GSVIVT01009361001, GSVIVT01023645001, GSVIVT01030582001, GSVIVT01037854001
OG0000166	ATR0375G001.1, ATR0549G002.1, ATR0564G012.1, ATR0564G312.1, ATR0691G254.1	GSVIVT01015084001, GSVIVT01016349001
OG0000167	ATR0661G211.1	GSVIVT01003820001, GSVIVT01003821001, GSVIVT01003823001, GSVIVT01003825001, GSVIVT01003826001, GSVIVT01003830001
OG0000168	ATR0043G048.1, ATR0088G016.1, ATR0618G014.1, ATR0618G245.1, ATR0618G255.1, ATR0681G218.1	GSVIVT01038699001
OG0000169	ATR0177G028.1, ATR0184G024.1, ATR0184G035.1, ATR0219G014.1, ATR0564G122.1, ATR0598G314.1, ATR0918G001.1	
OG0000170	ATR0210G024.1, ATR0210G027.1	GSVIVT01016439001, GSVIVT01016443001, GSVIVT01016445001, GSVIVT01016447001, GSVIVT01016448001
OG0000171	ATR0564G020.1, ATR0681G373.1, ATR1136G125.1	GSVIVT01008407001, GSVIVT01010017001, GSVIVT01011887001, GSVIVT01033596001
OG0000172	ATR0763G131.1	GSVIVT01031581001, GSVIVT01031584001, GSVIVT01031592001, GSVIVT01031600001, GSVIVT01031613001, GSVIVT01031614001
OG0000173	ATR0081G006.1, ATR0081G057.1, ATR0585G101.1, ATR0693G289.1, ATR0776G040.1, ATR0776G057.1	GSVIVT01018738001
OG0000174	ATR0594G091.1, ATR0736G108.1, ATR0752G150.1, ATR0807G225.1	GSVIVT01013378001, GSVIVT01032642001, GSVIVT01037610001
OG0000175	ATR0152G009.1, ATR0174G038.1, ATR0681G148.1, ATR1127G054.1, ATR1127G171.1, ATR1127G232.1	GSVIVT01032652001
OG0000176	ATR0787G030.1, ATR0787G056.1, ATR0787G137.1	GSVIVT01008194001, GSVIVT01017247001, GSVIVT01036482001, GSVIVT01036492001
OG0000177	ATR0665G144.1, ATR0706G262.1, ATR0772G087.1	GSVIVT01005577001, GSVIVT01006104001, GSVIVT01006121001, GSVIVT01027839001
OG0000178	ATR1102G027.1, ATR1136G053.1, ATR1149G026.1, ATR1149G035.1, ATR1149G060.1, ATR1149G101.1	GSVIVT01010544001
OG0000179	ATR0012G010.1, ATR0012G067.1, ATR0681G098.1, ATR0739G194.1	GSVIVT01006778001, GSVIVT01021231001, GSVIVT01030213001
OG0000180	ATR1098G069.1, ATR1098G105.1, ATR1098G106.1, ATR1098G150.1, ATR1145G105.1	GSVIVT01006001001, GSVIVT01021772001
OG0000181	ATR0580G233.1, ATR0580G267.1, ATR0580G387.1, ATR0691G310.1	GSVIVT01032554001, GSVIVT01032557001, GSVIVT01032589001
OG0000182	ATR0559G372.1, ATR1098G148.1	GSVIVT01007188001, GSVIVT01021514001, GSVIVT01021516001, GSVIVT01021518001, GSVIVT01021519001
OG0000183	ATR0001G051.1, ATR0130G001.1, ATR0559G050.1, ATR0680G323.1, ATR0693G219.1	GSVIVT01020114001, GSVIVT01028152001
OG0000184	ATR0152G004.1	GSVIVT01001494001, GSVIVT01001500001, GSVIVT01001513001, GSVIVT01003271001, GSVIVT01003275001, GSVIVT01009901001
OG0000185	ATR0950G012.1, ATR1128G061.1	GSVIVT01007836001, GSVIVT01007852001, GSVIVT01007856001, GSVIVT01007857001, GSVIVT01007860001
OG0000186	ATR0691G119.1, ATR0807G191.1, ATR1101G031.1	GSVIVT01024090001, GSVIVT01024091001, GSVIVT01024096001, GSVIVT01024097001
OG0000187	ATR0706G192.1	GSVIVT01013313001, GSVIVT01021986001, GSVIVT01021992001, GSVIVT01021995001, GSVIVT01021997001, GSVIVT01022002001
OG0000188	ATR0564G015.1, ATR0564G535.1	GSVIVT01003219001, GSVIVT01003222001, GSVIVT01003225001, GSVIVT01003226001, GSVIVT01004438001
OG0000189	ATR0681G281.1, ATR1145G042.1, ATR1145G090.1	GSVIVT01037059001, GSVIVT01037072001, GSVIVT01037074001, GSVIVT01037078001
OG0000190	ATR0564G417.1, ATR0564G492.1, ATR0749G048.1	GSVIVT01022165001, GSVIVT01022168001, GSVIVT01022172001, GSVIVT01037479001
OG0000191	ATR0598G246.1	GSVIVT01024419001, GSVIVT01029122001, GSVIVT01029126001, GSVIVT01029129001, GSVIVT01037410001, GSVIVT01037413001
OG0000192	ATR0054G001.1, ATR0104G001.1	GSVIVT01014286001, GSVIVT01020585001, GSVIVT01020588001, GSVIVT01020592001, GSVIVT01020594001
OG0000193	ATR0753G090.1, ATR0762G039.1, ATR1125G030.1	GSVIVT01003485001, GSVIVT01023200001, GSVIVT01028082001, GSVIVT01035045001
OG0000194	ATR0752G097.1, ATR0752G200.1	GSVIVT01031643001, GSVIVT01031646001, GSVIVT01031648001, GSVIVT01031649001, GSVIVT01031651001
OG0000195	ATR0661G233.1	GSVIVT01023939001, GSVIVT01023941001, GSVIVT01023942001, GSVIVT01023944001, GSVIVT01023946001, GSVIVT01023948001
OG0000196	ATR1149G001.1, ATR1149G011.1, ATR1149G051.1, ATR1149G126.1, ATR1149G153.1	GSVIVT01012025001, GSVIVT01012026001
OG0000197		GSVIVT01013506001, GSVIVT01013538001, GSVIVT01026026001, GSVIVT01026027001, GSVIVT01030585001, GSVIVT01031692001, GSVIVT01031694001
OG0000198		GSVIVT01018564001, GSVIVT01026728001, GSVIVT01026747001, GSVIVT01026750001, GSVIVT01026825001, GSVIVT01026903001, GSVIVT01026910001
OG0000199		GSVIVT01005217001, GSVIVT01005221001, GSVIVT01005268001, GSVIVT01005272001, GSVIVT01006467001, GSVIVT01006589001, GSVIVT01006591001
OG0000200	ATR0661G041.1, ATR0807G054.1, ATR0807G088.1, ATR0807G242.1	GSVIVT01012688001, GSVIVT01037681001
OG0000201	ATR0021G014.1, ATR0021G020.1, ATR0021G049.1, ATR0804G051.1, ATR0804G091.1	GSVIVT01030666001
OG0000202	ATR0736G008.1, ATR0787G046.1, ATR0794G117.1, ATR0807G119.1	GSVIVT01004564001, GSVIVT01012718001
OG0000203	ATR0109G012.1, ATR0153G006.1, ATR0153G008.1, ATR0153G009.1, ATR0153G015.1, ATR1094G014.1	
OG0000204	ATR0069G048.1, ATR0069G057.1, ATR1145G083.1	GSVIVT01006618001, GSVIVT01006619001, GSVIVT01035466001
OG0000205	ATR0787G002.1, ATR0787G054.1, ATR0787G141.1, ATR0787G161.1, ATR0787G182.1	GSVIVT01033243001
OG0000206	ATR0559G089.1, ATR0559G124.1, ATR0564G282.1, ATR1152G045.1	GSVIVT01025023001, GSVIVT01025025001
OG0000207	ATR0598G316.1, ATR0605G081.1, ATR0605G180.1, ATR0605G364.1	GSVIVT01027548001, GSVIVT01033368001
OG0000208	ATR0762G013.1, ATR0762G035.1, ATR0762G064.1	GSVIVT01030634001, GSVIVT01030635001, GSVIVT01030637001
OG0000209	ATR0165G060.1, ATR0174G017.1, ATR0736G034.1	GSVIVT01020708001, GSVIVT01021215001, GSVIVT01021754001
OG0000210	ATR0579G075.1, ATR0752G184.1, ATR0772G059.1, ATR0807G068.1	GSVIVT01016550001, GSVIVT01024980001
OG0000211	ATR0568G101.1, ATR0585G147.1, ATR0807G055.1	GSVIVT01000622001, GSVIVT01020854001, GSVIVT01025362001
OG0000212	ATR0751G154.1, ATR0751G226.1, ATR0751G246.1	GSVIVT01004250001, GSVIVT01014788001, GSVIVT01030138001
OG0000213	ATR0691G065.1, ATR0762G044.1, ATR0762G052.1, ATR0762G061.1	GSVIVT01016362001, GSVIVT01033999001
OG0000214	ATR0598G282.1, ATR0661G031.1, ATR0693G277.1, ATR0796G292.1, ATR1159G016.1	GSVIVT01025061001
OG0000215	ATR0584G226.1, ATR0733G094.1, ATR1098G078.1	GSVIVT01003773001, GSVIVT01021598001, GSVIVT01027413001
OG0000216	ATR0582G062.1, ATR0706G080.1, ATR0706G187.1, ATR0796G293.1	GSVIVT01028001001, GSVIVT01028004001
OG0000217	ATR0022G006.1, ATR0041G010.1, ATR0564G199.1, ATR0618G443.1, ATR1152G101.1	GSVIVT01002252001
OG0000218	ATR0603G006.1, ATR0705G072.1, ATR0705G089.1, ATR0705G184.1, ATR1058G001.1	GSVIVT01016879001
OG0000219	ATR0118G033.1, ATR0568G205.1, ATR0568G224.1, ATR0800G131.1	GSVIVT01008476001, GSVIVT01016115001
OG0000220	ATR0332G066.1, ATR0665G435.1, ATR0681G294.1	GSVIVT01008077001, GSVIVT01011167001, GSVIVT01025249001
OG0000221	ATR0222G005.1, ATR0222G009.1, ATR0222G026.1, ATR0680G267.1	GSVIVT01028896001, GSVIVT01035710001
OG0000222	ATR0118G020.1, ATR0564G189.1, ATR0584G055.1, ATR0829G029.1	GSVIVT01008977001, GSVIVT01022190001
OG0000223	ATR0691G087.1, ATR0691G095.1, ATR0691G142.1, ATR0739G183.1	GSVIVT01009289001, GSVIVT01036513001
OG0000224	ATR0051G006.1, ATR0051G009.1, ATR0051G012.1, ATR0051G035.1, ATR0051G049.1	GSVIVT01035434001
OG0000225	ATR0150G029.1, ATR0598G089.1, ATR0598G191.1, ATR1125G102.1	GSVIVT01001356001, GSVIVT01033500001
OG0000226	ATR0665G142.1, ATR0665G662.1, ATR0691G066.1	GSVIVT01001177001, GSVIVT01018008001, GSVIVT01032956001
OG0000227	ATR0048G051.1, ATR0598G039.1, ATR0598G058.1, ATR0598G114.1, ATR0763G117.1	GSVIVT01015138001
OG0000228	ATR0736G111.1, ATR0736G201.1, ATR0736G206.1	GSVIVT01028337001, GSVIVT01028338001, GSVIVT01028341001
OG0000229	ATR0752G044.1, ATR0752G187.1	GSVIVT01002375001, GSVIVT01002376001, GSVIVT01037622001, GSVIVT01037625001
OG0000230	ATR0210G040.1, ATR0602G193.1	GSVIVT01024853001, GSVIVT01036920001, GSVIVT01036921001, GSVIVT01036924001
OG0000231	ATR0598G249.1, ATR0598G256.1, ATR0598G294.1	GSVIVT01011560001, GSVIVT01011561001, GSVIVT01011570001
OG0000232	ATR0012G024.1, ATR0012G032.1, ATR0012G055.1, ATR0624G023.1	GSVIVT01011711001, GSVIVT01030810001
OG0000233	ATR0789G092.1, ATR0796G049.1, ATR0810G228.1, ATR1132G096.1	GSVIVT01017736001, GSVIVT01024062001
OG0000234	ATR0665G012.1, ATR0665G393.1, ATR0684G151.1, ATR1120G179.1	GSVIVT01017326001, GSVIVT01020778001
OG0000235	ATR0697G073.1, ATR0705G099.1, ATR0705G108.1	GSVIVT01005700001, GSVIVT01015288001, GSVIVT01022505001
OG0000236	ATR0177G031.1, ATR1101G066.1, ATR1101G105.1, ATR1128G011.1, ATR1128G053.1	GSVIVT01012223001
OG0000237	ATR0012G040.1, ATR0178G025.1, ATR0767G078.1	GSVIVT01009577001, GSVIVT01021237001, GSVIVT01030497001
OG0000238	ATR0794G059.1, ATR0794G062.1	GSVIVT01012697001, GSVIVT01012699001, GSVIVT01012701001, GSVIVT01030444001
OG0000239	ATR0661G158.1, ATR0661G210.1, ATR1126G021.1	GSVIVT01008693001, GSVIVT01008694001, GSVIVT01031500001
OG0000240	ATR0665G364.1, ATR0665G565.1	GSVIVT01024649001, GSVIVT01024653001, GSVIVT01024655001, GSVIVT01024656001
