	Atr.cds
GF01125	ATR0757G061.1, ATR0661G479.1, ATR0665G458.1, ATR0705G022.1
GF01126	ATR0580G059.1, ATR0580G437.1, ATR1158G010.1, ATR0721G117.1
GF01127	ATR0580G149.1, ATR0584G240.1, ATR1120G088.1, ATR0782G067.1
GF01128	ATR0580G157.1, ATR0580G411.1, ATR0807G134.1, ATR0580G361.1
GF01129	ATR0580G159.1, ATR1156G014.1, ATR0584G046.1, ATR0804G005.1
GF01130	ATR0580G236.1, ATR1134G081.1, ATR0693G051.1, ATR0820G097.1
GF01131	ATR1134G037.1, ATR0598G104.1, ATR0829G102.1, ATR0598G339.1
GF01132	ATR0580G287.1, ATR0772G150.1, ATR0580G310.1, ATR0681G118.1
GF01133	ATR0580G369.1, ATR0749G036.1, ATR0827G165.1, ATR0827G027.1
GF01134	ATR0582G005.1, ATR0582G233.1, ATR0582G126.1, ATR0829G112.1
GF01135	ATR0582G014.1, ATR0796G208.1, ATR0626G212.1, ATR0686G033.1
GF01136	ATR0582G047.1, ATR0743G194.1, ATR0736G088.1, ATR0594G062.1
GF01137	ATR0582G068.1, ATR0849G002.1, ATR1155G007.1, ATR0665G242.1
GF01138	ATR0582G097.1, ATR0987G002.1, ATR1127G003.1, ATR0987G004.1
GF01139	ATR0582G108.1, ATR0626G087.1, ATR0605G296.1, ATR0589G108.1
GF01140	ATR0582G134.1, ATR0810G001.1, ATR1093G017.1, ATR0752G109.1
GF01141	ATR0582G142.1, ATR0582G349.1, ATR0582G326.1, ATR0582G262.1
GF01142	ATR0582G151.1, ATR0827G084.1, ATR0605G008.1, ATR0680G279.1
GF01143	ATR0582G210.1, ATR0827G139.1, ATR0693G155.1, ATR0824G262.1
GF01144	ATR0582G248.1, ATR0680G019.1, ATR0681G276.1, ATR0724G071.1
GF01145	ATR0582G285.1, ATR0626G112.1, ATR0736G114.1, ATR0594G084.1
GF01146	ATR1134G131.1, ATR0594G241.1, ATR0763G173.1, ATR0736G136.1
GF01147	ATR0584G023.1, ATR0661G190.1, ATR0751G049.1, ATR0820G121.1
GF01148	ATR0584G030.1, ATR0661G533.1, ATR0661G092.1, ATR0661G377.1
GF01149	ATR0584G041.1, ATR0996G010.1, ATR0762G056.1, ATR0996G001.1
GF01150	ATR0584G074.1, ATR0800G073.1, ATR1096G083.1, ATR0584G155.1
GF01151	ATR0598G328.1, ATR0626G147.1, ATR1101G054.1, ATR0626G355.1
GF01152	ATR0584G142.1, ATR1154G052.1, ATR1154G012.1, ATR0724G078.1
GF01153	ATR0584G151.1, ATR0712G050.1, ATR0594G226.1, ATR1120G042.1
GF01154	ATR0605G021.1, ATR0796G019.1, ATR0796G202.1, ATR0762G033.1
GF01155	ATR0585G012.1, ATR1131G065.1, ATR0681G070.1, ATR0585G075.1
GF01156	ATR0757G106.1, ATR0820G140.1, ATR0661G449.1, ATR1091G064.1
GF01157	ATR0594G008.1, ATR0594G235.1, ATR0594G185.1, ATR0594G028.1
GF01158	ATR0594G033.1, ATR0594G232.1, ATR0594G168.1, ATR1136G008.1
GF01159	ATR0594G100.1, ATR1089G156.1, ATR0602G171.1, ATR0752G077.1
GF01160	ATR0594G103.1, ATR0594G112.1, ATR0807G024.1, ATR0624G140.1
GF01161	ATR0661G324.1, ATR0716G004.1, ATR1102G032.1, ATR0827G067.1
GF01162	ATR0594G154.1, ATR0757G202.1, ATR0620G035.1, ATR0602G005.1
GF01163	ATR0594G191.1, ATR0730G071.1, ATR1159G057.1, ATR0661G070.1
GF01164	ATR0594G193.1, ATR0661G101.1, ATR0807G202.1, ATR0661G164.1
GF01165	ATR0598G010.1, ATR0697G259.1, ATR0665G118.1, ATR0665G179.1
GF01166	ATR0598G021.1, ATR0598G257.1, ATR0598G066.1, ATR0598G229.1
GF01167	ATR0598G051.1, ATR0829G177.1, ATR0733G246.1, ATR0598G354.1
GF01168	ATR0598G083.1, ATR1125G014.1, ATR0706G024.1, ATR1149G134.1
GF01169	ATR0598G193.1, ATR0598G249.1, ATR0598G256.1, ATR0598G294.1
GF01170	ATR0598G319.1, ATR0829G150.1, ATR0680G199.1, ATR0733G137.1
GF01171	ATR0598G340.1, ATR0661G426.1, ATR0829G173.1, ATR0829G212.1
GF01172	ATR0598G350.1, ATR0829G059.1, ATR0693G436.1, ATR0796G096.1
GF01173	ATR0602G072.1, ATR0680G264.1, ATR0709G051.1, ATR1102G055.1
GF01174	ATR0602G096.1, ATR0730G117.1, ATR0730G047.1, ATR0602G099.1
GF01175	ATR0602G173.1, ATR0753G113.1, ATR0824G174.1, ATR0963G001.1
GF01176	ATR0751G091.1, ATR0789G036.1, ATR0751G233.1, ATR0789G031.1
GF01177	ATR0605G009.1, ATR0618G079.1, ATR0605G136.1, ATR0693G202.1
GF01178	ATR0605G045.1, ATR1156G067.1, ATR0733G012.1, ATR1127G150.1
GF01179	ATR0605G077.1, ATR1098G039.1, ATR0712G141.1, ATR0736G079.1
GF01180	ATR0605G155.1, ATR0605G243.1, ATR0815G005.1, ATR0605G277.1
GF01181	ATR0605G313.1, ATR0827G146.1, ATR0827G015.1, ATR0618G336.1
GF01182	ATR0609G075.1, ATR0618G241.1, ATR1127G195.1, ATR0743G259.1
GF01183	ATR0618G024.1, ATR0767G244.1, ATR0620G150.1, ATR0618G068.1
GF01184	ATR0618G296.1, ATR0681G385.1, ATR1152G107.1, ATR0618G350.1
GF01185	ATR0618G384.1, ATR0680G181.1, ATR1149G124.1, ATR0739G106.1
GF01186	ATR0618G385.1, ATR0626G366.1, ATR0743G088.1, ATR1101G016.1
GF01187	ATR0618G425.1, ATR0810G114.1, ATR0691G125.1, ATR0761G001.1
GF01188	ATR0620G024.1, ATR0620G123.1, ATR0620G069.1, ATR0620G130.1
GF01189	ATR0796G050.1, ATR0691G273.1, ATR0721G105.1, ATR0772G204.1
GF01190	ATR0620G117.1, ATR0772G061.1, ATR0697G192.1, ATR1120G028.1
GF01191	ATR0624G073.1, ATR0743G253.1, ATR1152G020.1, ATR1152G021.1
GF01192	ATR0824G169.1, ATR0743G047.1, ATR0751G252.1, ATR0824G238.1
GF01193	ATR0626G243.1, ATR0626G347.1, ATR0626G360.1, ATR0626G277.1
GF01194	ATR0626G116.1, ATR1128G057.1, ATR0824G253.1, ATR0772G060.1
GF01195	ATR0626G139.1, ATR1120G059.1, ATR1153G043.1, ATR1100G005.1
GF01196	ATR0626G155.1, ATR0730G196.1, ATR0730G027.1, ATR0811G002.1
GF01197	ATR0626G160.1, ATR1128G042.1, ATR0954G001.1, ATR0681G244.1
GF01198	ATR0626G296.1, ATR0686G080.1, ATR0787G034.1, ATR0626G315.1
GF01199	ATR0626G322.1, ATR0686G056.1, ATR0665G593.1, ATR0680G386.1
GF01200	ATR0626G371.1, ATR0807G176.1, ATR0807G199.1, ATR0807G186.1
GF01201	ATR0629G020.1, ATR0629G105.1, ATR0629G107.1, ATR0629G067.1
GF01202	ATR0629G066.1, ATR0800G075.1, ATR0776G089.1, ATR1159G065.1
GF01203	ATR0633G005.1, ATR0804G062.1, ATR1126G060.1, ATR0684G186.1
GF01204	ATR0654G002.1, ATR0684G169.1, ATR0684G183.1, ATR0654G003.1
GF01205	ATR0660G010.1, ATR0661G353.1, ATR0660G011.1, ATR0716G083.1
GF01206	ATR0661G172.1, ATR0807G064.1, ATR0807G104.1, ATR0807G192.1
GF01207	ATR0661G202.1, ATR0743G156.1, ATR1120G089.1, ATR0697G242.1
GF01208	ATR0661G320.1, ATR0751G203.1, ATR1145G108.1, ATR0693G224.1
GF01209	ATR0661G423.1, ATR0730G152.1, ATR0753G079.1, ATR0733G016.1
GF01210	ATR0661G482.1, ATR1126G049.1, ATR0988G004.1, ATR0776G052.1
GF01211	ATR0661G515.1, ATR0751G099.1, ATR1127G030.1, ATR1127G152.1
GF01212	ATR0665G040.1, ATR0665G048.1, ATR0789G139.1, ATR0665G086.1
GF01213	ATR0665G073.1, ATR0767G173.1, ATR0757G137.1, ATR0796G139.1
GF01214	ATR0666G003.1, ATR0666G004.1, ATR0811G001.1, ATR0693G410.1
GF01215	ATR0680G015.1, ATR0680G163.1, ATR0680G280.1, ATR0680G296.1
GF01216	ATR0680G031.1, ATR0733G040.1, ATR0789G087.1, ATR1088G026.1
GF01217	ATR0680G104.1, ATR0736G175.1, ATR1098G107.1, ATR0829G040.1
GF01218	ATR0680G141.1, ATR0730G032.1, ATR0680G392.1, ATR0680G225.1
GF01219	ATR0680G220.1, ATR1145G006.1, ATR1145G015.1, ATR0733G087.1
GF01220	ATR0680G277.1, ATR0824G099.1, ATR0751G219.1, ATR0751G028.1
GF01221	ATR0680G357.1, ATR1128G039.1, ATR0737G178.1, ATR1093G042.1
GF01222	ATR0680G369.1, ATR0737G123.1, ATR1154G007.1, ATR0820G066.1
GF01223	ATR0680G383.1, ATR0827G117.1, ATR0753G006.1, ATR0807G016.1
GF01224	ATR0681G027.1, ATR0736G045.1, ATR0693G385.1, ATR1127G015.1
GF01225	ATR0681G127.1, ATR0736G183.1, ATR0772G047.1, ATR0693G448.1
GF01226	ATR0681G226.1, ATR0730G042.1, ATR0681G387.1, ATR0709G027.1
GF01227	ATR0684G058.1, ATR0684G177.1, ATR1133G038.1, ATR0684G216.1
GF01228	ATR0686G036.1, ATR1145G079.1, ATR0686G209.1, ATR1145G067.1
GF01229	ATR0686G038.1, ATR1001G007.1, ATR0686G228.1, ATR0691G178.1
GF01230	ATR0691G092.1, ATR0751G228.1, ATR0691G117.1, ATR0733G078.1
GF01231	ATR0693G304.1, ATR1159G064.1, ATR0820G120.1, ATR0794G109.1
GF01232	ATR0751G232.1, ATR0705G055.1, ATR0810G088.1, ATR0824G242.1
GF01233	ATR0697G119.1, ATR0782G056.1, ATR0796G005.1, ATR0789G163.1
GF01234	ATR0697G212.1, ATR0807G130.1, ATR0730G187.1, ATR0796G154.1
GF01235	ATR0705G111.1, ATR0745G026.1, ATR1153G075.1, ATR0829G058.1
GF01236	ATR0705G201.1, ATR0751G055.1, ATR0829G183.1, ATR1153G062.1
GF01237	ATR0705G218.1, ATR0736G217.1, ATR1096G139.1, ATR0757G158.1
GF01238	ATR0706G059.1, ATR1159G054.1, ATR1159G071.1, ATR1159G066.1
GF01239	ATR0709G016.1, ATR1100G030.1, ATR0709G040.1, ATR0709G026.1
GF01240	ATR0712G030.1, ATR0751G141.1, ATR0712G078.1, ATR0712G152.1
GF01241	ATR0712G041.1, ATR0923G001.1, ATR0723G061.1, ATR0712G072.1
GF01242	ATR0716G007.1, ATR0733G166.1, ATR0716G061.1, ATR0716G062.1
GF01243	ATR0716G050.1, ATR1132G138.1, ATR0736G193.1, ATR0736G035.1
GF01244	ATR0716G092.1, ATR0753G031.1, ATR0753G102.1, ATR0716G097.1
GF01245	ATR0716G103.1, ATR0724G040.1, ATR1094G018.1, ATR1147G032.1
GF01246	ATR0721G064.1, ATR0763G217.1, ATR0789G112.1, ATR0789G057.1
GF01247	ATR0721G099.1, ATR0721G102.1, ATR0721G147.1, ATR0721G129.1
GF01248	ATR0730G074.1, ATR1136G083.1, ATR1125G056.1, ATR1136G130.1
GF01249	ATR0730G096.1, ATR1131G025.1, ATR1127G052.1, ATR0916G003.1
GF01250	ATR0736G111.1, ATR0736G206.1, ATR0736G201.1, ATR0807G206.1
GF01251	ATR0743G255.1, ATR0794G033.1, ATR0794G121.1, ATR0794G079.1
GF01252	ATR0745G041.1, ATR0745G082.1, ATR0745G065.1, ATR0745G084.1
GF01253	ATR0745G048.1, ATR1136G026.1, ATR1136G211.1, ATR1136G215.1
GF01254	ATR0751G106.1, ATR1128G002.1, ATR1128G079.1, ATR1128G116.1
GF01255	ATR0753G014.1, ATR1096G123.1, ATR0796G322.1, ATR0827G114.1
GF01256	ATR0759G063.1, ATR0759G105.1, ATR0759G118.1, ATR0787G084.1
GF01257	ATR0759G079.1, ATR0759G124.1, ATR0759G123.1, ATR1127G203.1
GF01258	ATR0767G017.1, ATR0884G001.1, ATR0767G230.1, ATR0827G042.1
GF01259	ATR0772G001.1, ATR0772G111.1, ATR1127G225.1, ATR0772G109.1
GF01260	ATR0772G008.1, ATR0772G052.1, ATR1102G052.1, ATR0772G015.1
GF01261	ATR0789G060.1, ATR1134G119.1, ATR1134G060.1, ATR1134G022.1
GF01262	ATR0796G058.1, ATR1136G152.1, ATR0807G072.1, ATR1136G132.1
GF01263	ATR0820G012.1, ATR0820G067.1, ATR0820G269.1, ATR1090G001.1
GF01264	ATR0820G184.1, ATR1125G035.1, ATR1102G064.1, ATR1152G093.1
GF01265	ATR0824G021.1, ATR0824G041.1, ATR0824G034.1, ATR0824G080.1
GF01266	ATR0844G002.1, ATR0927G009.1, ATR0927G001.1, ATR1125G103.1
GF01267	ATR1091G001.1, ATR1091G011.1, ATR1091G114.1, ATR1091G077.1
GF01268	ATR1096G021.1, ATR1096G076.1, ATR1096G144.1, ATR1096G114.1
GF01269	ATR1120G027.1, ATR1120G133.1, ATR1120G083.1, ATR1134G062.1
GF01270	ATR1127G082.1, ATR1127G085.1, ATR1127G122.1, ATR1127G138.1
GF01271	ATR0693G293.1, ATR0666G001.1, ATR0666G002.1
GF01272	ATR0001G021.1, ATR1120G126.1, ATR0099G095.1
GF01273	ATR0739G155.1, ATR0759G061.1, ATR0810G063.1
GF01274	ATR0001G031.1, ATR0820G170.1, ATR0820G247.1
GF01275	ATR0001G041.1, ATR0594G205.1, ATR0568G107.1
GF01276	ATR0001G056.1, ATR0153G019.1, ATR0736G051.1
GF01277	ATR1134G001.1, ATR0605G247.1, ATR0686G242.1
GF01278	ATR1133G022.1, ATR0697G103.1, ATR0807G052.1
GF01279	ATR0006G002.1, ATR0680G057.1, ATR0315G112.1
GF01280	ATR0006G006.1, ATR0006G073.1, ATR0794G054.1
GF01281	ATR0006G014.1, ATR0618G303.1, ATR0820G105.1
GF01282	ATR0006G017.1, ATR0680G245.1, ATR0680G051.1
GF01283	ATR0824G250.1, ATR0665G191.1, ATR0602G085.1
GF01284	ATR0763G061.1, ATR0122G002.1, ATR0122G033.1
GF01285	ATR0006G088.1, ATR0626G394.1, ATR0618G376.1
GF01286	ATR0007G001.1, ATR1070G001.1, ATR0767G095.1
GF01287	ATR0009G001.1, ATR0605G286.1, ATR0618G109.1
GF01288	ATR0009G002.1, ATR1147G001.1, ATR0104G031.1
GF01289	ATR0009G024.1, ATR0686G037.1, ATR0009G028.1
GF01290	ATR0012G042.1, ATR0942G001.1, ATR0829G153.1
GF01291	ATR0561G135.1, ATR0584G034.1, ATR0810G023.1
GF01292	ATR0800G032.1, ATR0980G016.1, ATR0580G141.1
GF01293	ATR0012G058.1, ATR0564G172.1, ATR0564G325.1
GF01294	ATR0012G063.1, ATR1149G122.1, ATR1149G146.1
GF01295	ATR0733G243.1, ATR0705G166.1, ATR0824G136.1
GF01296	ATR0012G070.1, ATR0620G088.1, ATR0661G014.1
GF01297	ATR0016G006.1, ATR1134G050.1, ATR1131G004.1
GF01298	ATR0021G044.1, ATR0724G086.1, ATR1093G053.1
GF01299	ATR0019G001.1, ATR0733G154.1, ATR0626G091.1
GF01300	ATR0019G004.1, ATR0564G374.1, ATR0585G008.1
GF01301	ATR0019G017.1, ATR0019G021.1, ATR0515G001.1
GF01302	ATR0661G008.1, ATR0686G014.1, ATR0686G220.1
GF01303	ATR0019G029.1, ATR0766G001.1, ATR1159G008.1
GF01304	ATR0019G034.1, ATR0019G054.1, ATR1125G097.1
GF01305	ATR0019G036.1, ATR0712G016.1, ATR0326G040.1
GF01306	ATR0019G048.1, ATR1153G090.1, ATR0743G083.1
GF01307	ATR0021G015.1, ATR0820G033.1, ATR0021G054.1
GF01308	ATR0021G016.1, ATR0661G282.1, ATR0362G001.1
GF01309	ATR0815G020.1, ATR1134G071.1, ATR0044G013.1
GF01310	ATR0022G016.1, ATR0737G034.1, ATR0706G172.1
GF01311	ATR0022G020.1, ATR0796G179.1, ATR1152G059.1
GF01312	ATR0693G071.1, ATR0618G275.1, ATR1127G060.1
GF01313	ATR0022G033.1, ATR0661G157.1, ATR1159G026.1
GF01314	ATR0022G037.1, ATR0115G029.1, ATR0782G174.1
GF01315	ATR1133G006.1, ATR0321G002.1, ATR1101G005.1
GF01316	ATR0665G439.1, ATR0580G025.1, ATR0796G327.1
GF01317	ATR0022G057.1, ATR0753G037.1, ATR0665G587.1
GF01318	ATR0022G062.1, ATR0810G214.1, ATR0620G062.1
GF01319	ATR0026G007.1, ATR0057G131.1, ATR0605G031.1
GF01320	ATR1120G191.1, ATR0078G019.1, ATR0824G132.1
GF01321	ATR0026G031.1, ATR0745G028.1, ATR0730G234.1
GF01322	ATR0026G044.1, ATR0598G122.1, ATR1098G042.1
GF01323	ATR0029G001.1, ATR0119G001.1, ATR0183G001.1
GF01324	ATR0030G003.1, ATR0624G081.1, ATR0584G061.1
GF01325	ATR0030G008.1, ATR1134G013.1, ATR1156G083.1
GF01326	ATR0030G029.1, ATR1153G060.1, ATR0709G004.1
GF01327	ATR0030G035.1, ATR0749G008.1, ATR1155G034.1
GF01328	ATR0033G002.1, ATR0568G174.1, ATR0736G061.1
GF01329	ATR0033G017.1, ATR0804G054.1, ATR0184G025.1
GF01330	ATR0033G032.1, ATR1120G039.1, ATR0618G377.1
GF01331	ATR0602G030.1, ATR0721G137.1, ATR0665G606.1
GF01332	ATR0618G403.1, ATR0618G362.1, ATR0109G034.1
GF01333	ATR0034G001.1, ATR0177G037.1, ATR0848G001.1
GF01334	ATR0035G002.1, ATR0064G012.1, ATR1045G001.1
GF01335	ATR0820G020.1, ATR0605G175.1, ATR0585G018.1
GF01336	ATR0767G080.1, ATR0083G005.1, ATR1100G033.1
GF01337	ATR0598G215.1, ATR0733G134.1, ATR0829G065.1
GF01338	ATR0037G033.1, ATR0800G121.1, ATR0772G192.1
GF01339	ATR0037G034.1, ATR0686G206.1, ATR0680G060.1
GF01340	ATR0037G048.1, ATR0665G343.1, ATR0782G139.1
GF01341	ATR0037G061.1, ATR0706G119.1, ATR0329G017.1
GF01342	ATR0041G013.1, ATR0665G480.1, ATR0215G012.1
GF01343	ATR0041G021.1, ATR0605G248.1, ATR0564G350.1
GF01344	ATR0043G012.1, ATR0582G146.1, ATR0043G049.1
GF01345	ATR0043G015.1, ATR0697G044.1, ATR0661G231.1
GF01346	ATR0043G018.1, ATR0924G001.1, ATR0535G001.1
GF01347	ATR0043G031.1, ATR0584G092.1, ATR0460G001.1
GF01348	ATR0043G046.1, ATR0692G003.1, ATR0219G011.1
GF01349	ATR0043G050.1, ATR0307G072.1, ATR0564G206.1
GF01350	ATR0772G057.1, ATR0661G351.1, ATR0661G276.1
GF01351	ATR0044G026.1, ATR0585G112.1, ATR0733G044.1
GF01352	ATR0681G204.1, ATR0626G319.1, ATR0736G218.1
GF01353	ATR0579G100.1, ATR0064G048.1, ATR0776G050.1
GF01354	ATR0787G212.1, ATR0724G002.1, ATR0724G084.1
GF01355	ATR0048G023.1, ATR0582G074.1, ATR0824G040.1
GF01356	ATR0048G037.1, ATR0712G035.1, ATR0618G227.1
GF01357	ATR0767G072.1, ATR0661G484.1, ATR1125G120.1
GF01358	ATR0048G047.1, ATR0165G014.1, ATR0705G054.1
GF01359	ATR0048G048.1, ATR0068G033.1, ATR0564G419.1
GF01360	ATR1120G188.1, ATR0315G022.1, ATR0733G219.1
GF01361	ATR0048G072.1, ATR0165G010.1, ATR0568G171.1
GF01362	ATR0049G007.1, ATR0665G481.1, ATR0665G363.1
GF01363	ATR0049G009.1, ATR0782G096.1, ATR1134G007.1
GF01364	ATR0049G032.1, ATR0796G089.1, ATR0559G276.1
GF01365	ATR0049G039.1, ATR0721G145.1, ATR0665G349.1
GF01366	ATR0733G052.1, ATR0564G278.1, ATR0743G198.1
GF01367	ATR0193G010.1, ATR0559G114.1, ATR1149G085.1
GF01368	ATR0051G020.1, ATR0705G150.1, ATR1154G050.1
GF01369	ATR0051G031.1, ATR0315G043.1, ATR0326G034.1
GF01370	ATR0051G047.1, ATR1120G203.1, ATR0983G001.1
GF01371	ATR0051G052.1, ATR0665G370.1, ATR0753G094.1
GF01372	ATR0051G066.1, ATR0800G020.1, ATR0071G024.1
GF01373	ATR0057G001.1, ATR0057G006.1, ATR0730G055.1
GF01374	ATR0730G093.1, ATR0057G020.1, ATR0057G086.1
GF01375	ATR0057G002.1, ATR0598G081.1, ATR0598G355.1
GF01376	ATR0057G004.1, ATR0693G103.1, ATR0810G148.1
GF01377	ATR0057G009.1, ATR0564G071.1, ATR0602G078.1
GF01378	ATR0057G032.1, ATR0057G044.1, ATR0665G428.1
GF01379	ATR0564G254.1, ATR0763G206.1, ATR1147G058.1
GF01380	ATR0057G057.1, ATR0691G129.1, ATR0580G367.1
GF01381	ATR0693G187.1, ATR0827G045.1, ATR0598G353.1
GF01382	ATR0057G121.1, ATR1096G007.1, ATR0598G264.1
GF01383	ATR0057G133.1, ATR1127G038.1, ATR0705G112.1
GF01384	ATR0059G031.1, ATR1131G067.1, ATR0794G078.1
GF01385	ATR0059G003.1, ATR0559G241.1, ATR0561G188.1
GF01386	ATR0064G020.1, ATR0564G118.1, ATR0582G052.1
GF01387	ATR0064G024.1, ATR0749G047.1, ATR0749G092.1
GF01388	ATR0064G027.1, ATR0681G308.1, ATR0907G004.1
GF01389	ATR0064G035.1, ATR0064G112.1, ATR0064G087.1
GF01390	ATR0064G053.1, ATR0504G001.1, ATR1035G001.1
GF01391	ATR0064G056.1, ATR0559G135.1, ATR0580G337.1
GF01392	ATR0686G103.1, ATR0629G027.1, ATR1136G076.1
GF01393	ATR0064G072.1, ATR0568G048.1, ATR0598G322.1
GF01394	ATR0064G074.1, ATR0618G006.1, ATR0680G269.1
GF01395	ATR0064G090.1, ATR0064G091.1, ATR0767G083.1
GF01396	ATR0064G109.1, ATR0582G178.1, ATR0582G061.1
GF01397	ATR0064G110.1, ATR0618G433.1, ATR0730G102.1
GF01398	ATR0064G125.1, ATR0561G179.1, ATR0721G131.1
GF01399	ATR0767G050.1, ATR0665G078.1, ATR0665G269.1
GF01400	ATR0615G003.1, ATR0670G001.1, ATR0994G020.1
GF01401	ATR0661G265.1, ATR0665G338.1, ATR0665G566.1
GF01402	ATR0068G024.1, ATR0906G001.1, ATR0906G002.1
GF01403	ATR0068G029.1, ATR0585G020.1, ATR0585G124.1
GF01404	ATR0068G031.1, ATR0564G331.1, ATR0626G020.1
GF01405	ATR0605G200.1, ATR0568G207.1, ATR0705G006.1
GF01406	ATR0665G272.1, ATR0618G110.1, ATR0618G119.1
GF01407	ATR1120G019.1, ATR0326G024.1, ATR0605G098.1
GF01408	ATR0068G048.1, ATR0111G037.1, ATR0564G160.1
GF01409	ATR0068G059.1, ATR0763G225.1, ATR0686G178.1
GF01410	ATR0068G088.1, ATR0564G277.1, ATR0585G006.1
GF01411	ATR0068G095.1, ATR0697G141.1, ATR0618G426.1
GF01412	ATR0068G097.1, ATR0564G190.1, ATR0749G098.1
GF01413	ATR0068G102.1, ATR0681G014.1, ATR0681G284.1
GF01414	ATR0068G104.1, ATR0582G287.1, ATR0743G192.1
GF01415	ATR0068G110.1, ATR0665G656.1, ATR0582G352.1
GF01416	ATR0069G019.1, ATR0602G172.1, ATR0069G041.1
GF01417	ATR0069G035.1, ATR1149G054.1, ATR0820G043.1
GF01418	ATR0827G010.1, ATR0827G141.1, ATR0827G033.1
GF01419	ATR0069G056.1, ATR1100G023.1, ATR1100G045.1
GF01420	ATR0071G001.1, ATR0083G053.1, ATR0071G015.1
GF01421	ATR0071G004.1, ATR0721G070.1, ATR0752G034.1
GF01422	ATR0071G008.1, ATR0579G081.1, ATR0787G170.1
GF01423	ATR0071G029.1, ATR0561G192.1, ATR0177G015.1
GF01424	ATR0074G001.1, ATR0955G004.1, ATR0913G001.1
GF01425	ATR0075G025.1, ATR0737G047.1, ATR0605G142.1
GF01426	ATR0075G038.1, ATR0618G075.1, ATR0075G046.1
GF01427	ATR0075G042.1, ATR0561G056.1, ATR0594G120.1
GF01428	ATR0681G161.1, ATR0178G003.1, ATR1128G004.1
GF01429	ATR0585G081.1, ATR0691G249.1, ATR0594G123.1
GF01430	ATR0078G026.1, ATR1126G022.1, ATR0579G101.1
GF01431	ATR0080G001.1, ATR0721G044.1, ATR0776G091.1
GF01432	ATR0582G270.1, ATR0743G125.1, ATR0709G032.1
GF01433	ATR0081G028.1, ATR0626G411.1, ATR0579G049.1
GF01434	ATR0807G169.1, ATR0782G147.1, ATR1043G001.1
GF01435	ATR0081G050.1, ATR0580G114.1, ATR0787G133.1
GF01436	ATR1149G155.1, ATR0138G008.1, ATR0804G082.1
GF01437	ATR0681G236.1, ATR0681G293.1, ATR0174G041.1
GF01438	ATR0083G048.1, ATR0127G024.1, ATR0733G259.1
GF01439	ATR0205G001.1, ATR0723G097.1, ATR0589G119.1
GF01440	ATR0083G070.1, ATR0680G189.1, ATR0594G006.1
GF01441	ATR0629G063.1, ATR0661G507.1, ATR0594G101.1
GF01442	ATR0794G040.1, ATR0304G025.1, ATR1158G004.1
GF01443	ATR0090G018.1, ATR0691G074.1, ATR0681G299.1
GF01444	ATR0090G042.1, ATR0582G243.1, ATR0712G127.1
GF01445	ATR0090G047.1, ATR0568G117.1, ATR0184G001.1
GF01446	ATR0097G009.1, ATR0706G204.1, ATR0307G041.1
GF01447	ATR0097G010.1, ATR0665G444.1, ATR1134G107.1
GF01448	ATR0751G231.1, ATR0225G005.1, ATR1155G028.1
GF01449	ATR0693G251.1, ATR0618G083.1, ATR0665G081.1
GF01450	ATR0099G022.1, ATR0721G008.1, ATR1127G106.1
GF01451	ATR0099G030.1, ATR0150G015.1, ATR0308G004.1
GF01452	ATR0100G006.1, ATR0100G061.1, ATR0338G001.1
GF01453	ATR0100G035.1, ATR0759G030.1, ATR0144G015.1
GF01454	ATR0100G038.1, ATR0150G024.1, ATR0213G013.1
GF01455	ATR0100G049.1, ATR1125G098.1, ATR0706G229.1
GF01456	ATR0104G016.1, ATR0686G237.1, ATR0165G009.1
GF01457	ATR0105G011.1, ATR0827G031.1, ATR0782G238.1
GF01458	ATR0106G001.1, ATR0756G001.1, ATR0276G001.1
GF01459	ATR0111G022.1, ATR0111G036.1, ATR0681G040.1
GF01460	ATR0113G010.1, ATR1145G058.1, ATR0564G293.1
GF01461	ATR0115G024.1, ATR0564G004.1, ATR0602G012.1
GF01462	ATR0115G034.1, ATR0772G033.1, ATR0772G154.1
GF01463	ATR0118G010.1, ATR0580G155.1, ATR0118G026.1
GF01464	ATR0118G017.1, ATR0807G141.1, ATR0559G008.1
GF01465	ATR0121G006.1, ATR0307G011.1, ATR0680G176.1
GF01466	ATR0124G029.1, ATR0733G230.1, ATR0680G211.1
GF01467	ATR0124G038.1, ATR0680G370.1, ATR0804G042.1
GF01468	ATR0127G022.1, ATR0315G099.1, ATR0629G123.1
GF01469	ATR0133G005.1, ATR0133G009.1, ATR0133G007.1
GF01470	ATR0602G132.1, ATR0564G338.1, ATR0304G017.1
GF01471	ATR0147G002.1, ATR0665G275.1, ATR0706G126.1
GF01472	ATR0147G015.1, ATR0598G308.1, ATR0691G153.1
GF01473	ATR0827G152.1, ATR0314G010.1, ATR0681G354.1
GF01474	ATR0147G021.1, ATR0978G001.1, ATR0182G003.1
GF01475	ATR0148G001.1, ATR0240G001.1, ATR1112G001.1
GF01476	ATR0149G001.1, ATR0536G001.1, ATR1089G154.1
GF01477	ATR0149G012.1, ATR1156G049.1, ATR0499G017.1
GF01478	ATR0151G001.1, ATR1136G019.1, ATR1089G028.1
GF01479	ATR0152G017.1, ATR0594G078.1, ATR1100G038.1
GF01480	ATR0152G020.1, ATR1134G091.1, ATR0691G131.1
GF01481	ATR0426G001.1, ATR0315G084.1, ATR0315G130.1
GF01482	ATR0165G034.1, ATR0763G215.1, ATR0165G044.1
